CASEID,YEAR,COMPWT,AGE,RACE,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9
29418,1994,5.40000000000000036e-01,36,2,1,0,0,1, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1979,   0,   0,   0,   0,   0,   0,   0,   0
29419,1994,1.08000000000000007e+00,58,2,1,0,0,4, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29420,1994,1.08000000000000007e+00,25,1,1,0, ,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29421,1994,5.40000000000000036e-01,38,2,2,8,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29422,1994,5.40000000000000036e-01,55,2,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1964,   0,   0,   0,   0,   0,   0,   0,   0
29423,1994,1.08000000000000007e+00,30,1,1,0,2,2, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29424,1994,5.40000000000000036e-01,39,1,1,8,4,0, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29425,1994,5.40000000000000036e-01,23,1,1,0,0,0, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29426,1994,1.08000000000000007e+00,39,3,1,8,4,0, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29427,1994,5.40000000000000036e-01,82,1,1,1,4,1, 4, 0,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1936,   0,   0,   0,   0,   0,   0,   0,   0
29428,1994,1.08000000000000007e+00,34,1,1,0,2,0, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29429,1994,1.08000000000000007e+00,41,1,1,0,4,1, 3, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29430,1994,1.08000000000000007e+00,27,1,1,0,1,0, 2, 0,  0,2, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29431,1994,5.40000000000000036e-01,25,1,2,8,4,1, 4, 0,  0,3, 5, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29432,1994,5.40000000000000036e-01,78,1,1,8,4,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29433,1994,1.08000000000000007e+00,27,1,2,8,4,0, 4, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29434,1994,1.62000000000000011e+00,24,1,1,0,2,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29435,1994,5.40000000000000036e-01,29,2,2,8,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1987,1991,1984,   0,   0,   0,   0,   0,   0
29436,1994,5.40000000000000036e-01,58,2,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29437,1994,5.40000000000000036e-01,30,2,1,0,0,4, 1,21,  0,3, 1,21,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29438,1994,5.40000000000000036e-01,49,2,1,0,0,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29439,1994,1.62000000000000011e+00,56,2,1,0,0,8, 1,18,  0,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1958,1959,1960,1961,1962,1963,1964,1965,1966
29440,1994,1.62000000000000011e+00,31,2,1,0,0,0, 1,12,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29441,1994,5.40000000000000036e-01,73,2,1,0,0,7, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,9999,9999,9999,9999,9999,9999,9999,   0,   0
29442,1994,1.08000000000000007e+00,34,1,1,0,1,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,2, 0,1983,1988,   0,   0,   0,   0,   0,   0,   0
29443,1994,2.70999999999999996e+00,21,1,1,0,2,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29444,1994,1.08000000000000007e+00,42,1,1,0,2,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29445,1994,1.62000000000000011e+00,43,1,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29446,1994,2.16999999999999993e+00,58,1,1,0,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29447,1994,1.08000000000000007e+00,33,1,1,8,4,3, 1,11,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,11,  0, ,2,2, 0,1979,1984,1990,   0,   0,   0,   0,   0,   0
29448,1994,2.16999999999999993e+00,45,1,2,8,4,2, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29449,1994,5.40000000000000036e-01,57,1,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29450,1994,1.08000000000000007e+00,38,2,1,0,0,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1978,1979,1980,1991,   0,   0,   0,   0,   0
29451,1994,1.08000000000000007e+00,53,2,1,0,0,3, 2, 0,  0,2, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29452,1994,1.08000000000000007e+00,67,2,1,0,0,4, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,10,  0, ,1,1,10,1954,1953,   0,   0,   0,   0,   0,   0,   0
29453,1994,5.40000000000000036e-01,22,2,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29454,1994,1.08000000000000007e+00,50,2,1,0, ,3, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,10,  0, ,1,1,10,1966,1969,1972,   0,   0,   0,   0,   0,   0
29455,1994,2.70999999999999996e+00,44,2,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29456,1994,1.08000000000000007e+00,28,2,1,8,4,0, 1,70,  0,2, 1,30,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29457,1994,2.16999999999999993e+00,23,2,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29458,1994,1.08000000000000007e+00,43,1,1,0,4,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29459,1994,5.40000000000000036e-01,26,1,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29460,1994,1.62000000000000011e+00,41,1,1,0,0,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,2, 0,1974,1980,1983,1984,   0,   0,   0,   0,   0
29461,1994,1.08000000000000007e+00,46,3,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29462,1994,5.40000000000000036e-01,30,2,1,0,0,1, 1,60, 64,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1988,   0,   0,   0,   0,   0,   0,   0,   0
29463,1994,5.40000000000000036e-01,46,2,1,0,1,5, 5, 0,  0,9, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1966,1968,1970,1976,1979,   0,   0,   0,   0
29464,1994,5.40000000000000036e-01,36,2,1,0,0,4, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1977,1980,1981,1988,   0,   0,   0,   0,   0
29465,1994,5.40000000000000036e-01,78,1,2,8,4,0, 1,38,  0,2, 1,38,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29466,1994,5.40000000000000036e-01,55,1,1,0,0,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29467,1994,1.08000000000000007e+00,44,1,1,0,0,2, 5, 0,  0,9, 1,60, 80,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0,99,99,999, ,9,9,99,1982,1985,   0,   0,   0,   0,   0,   0,   0
29468,1994,1.62000000000000011e+00,63,1,1,0,2,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,50,  0, ,3,1,50,1962,1964,1966,1968,   0,   0,   0,   0,   0
29469,1994,5.40000000000000036e-01,60,1,1,0,3,5, 1,60, 80,3, 1,30,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29470,1994,1.08000000000000007e+00,44,1,1,1,3,0, 1,60, 95,9, 1,60, 40,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29471,1994,5.40000000000000036e-01,70,1,1,0,2,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29472,1994,1.08000000000000007e+00,24,1,1,0,0,0, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29473,1994,1.08000000000000007e+00,34,1,1,0,2,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,50,  0, ,3,1,50,1988,1990,   0,   0,   0,   0,   0,   0,   0
29474,1994,5.40000000000000036e-01,71,2,1,0,0,5, 1,60, 68,1, 1,21,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29475,1994,1.08000000000000007e+00,36,1,1,0,2,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,50,  0, ,3,1,50,1985,1988,1990,   0,   0,   0,   0,   0,   0
29476,1994,1.08000000000000007e+00,74,1,1,0,0,4, 2, 0,  0,2, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,2, 0,1952,1953,1954,1956,   0,   0,   0,   0,   0
29477,1994,1.08000000000000007e+00,44,1,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29478,1994,1.08000000000000007e+00,87,1,2,8,4,5, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29479,1994,1.08000000000000007e+00,38,1,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,30,  0, ,2,1,30,1987,1990,   0,   0,   0,   0,   0,   0,   0
29480,1994,5.40000000000000036e-01,81,1,1,8,4,4, 1,22,  0,3, 1,60, 32,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29481,1994,1.62000000000000011e+00,21,1,1,0,0,0, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29482,1994,1.08000000000000007e+00,54,1,1,0,3,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29483,1994,1.08000000000000007e+00,63,1,1,0,4,2, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 3, 0,  0, ,3,3, 0,1959,1964,   0,   0,   0,   0,   0,   0,   0
29484,1994,1.08000000000000007e+00,37,3,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29485,1994,1.08000000000000007e+00,60,1,1,2,4,4, 5, 0,  0,9, 5, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 5, 0,  0, ,9,5, 0,1956,1960,1962,1964,   0,   0,   0,   0,   0
29486,1994,5.40000000000000036e-01,43,1,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29487,1994,1.08000000000000007e+00,26,3,1,1,2,4, 2, 0,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29488,1994,5.40000000000000036e-01,57,2,1,0,0,2, 1,12,  0,2, 1,12,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1954,1960,   0,   0,   0,   0,   0,   0,   0
29489,1994,5.40000000000000036e-01,36,2,1,0,1,0, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
29490,1994,5.40000000000000036e-01,55,2,1,0,0,4, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,1958,1962,1964,1969,   0,   0,   0,   0,   0
29491,1994,1.08000000000000007e+00,60,2,1,0,0,1, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0
