CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
49320,2006,8.59999999999999987e-01,1,64,2, 1, 1,18,0,0,0,0, 1,14,26.7,13, 0,1,0,0, -1,-1,0,  1, 0
49321,2006,8.59999999999999987e-01,1,47,1, 2, 0, 0,0,0,0,0, 0,16,43.5,13,13,0,0,0, -1,-1,0, -1,-1
49322,2006,8.59999999999999987e-01,2,63,2, 1, 0, 0,0,0,0,0, 0,12,37.3,13,13,0,0,0, -1,-1,0, -1,-1
49323,2006,8.59999999999999987e-01,1,59,1, 1, 0, 0,0,0,0,0, 0,16,65.8,12,12,0,0,0, -1,-1,0, -1,-1
49324,2006,8.59999999999999987e-01,2,25,1, 1, 0, 0,0,0,0,0, 0,17,80.3,12,10,0,0,0, -1,-1,0, -1,-1
49325,2006,8.59999999999999987e-01,2,59,1, 3, 0, 0,0,0,0,0, 0,18,80.3,13,98,0,0,0, -1,-1,0, -1,-1
49326,2006,1.71999999999999997e+00,1,21,1, 1, 1,14,0,0,0,0, 0,15,66.1,98, 2,1,0,0, -1,-1,0, 10, 0
49327,2006,8.59999999999999987e-01,1,42,1, 1, 1,14,0,0,0,0, 1,14,31.4,12,10,2,0,0, -1,-1,0, -1,-1
49328,2006,8.59999999999999987e-01,2,26,1, 1, 2, 0,0,0,0,0, 1,16,63.5,12,11,0,0,0, -1,-1,0,  3, 0
49329,2006,8.59999999999999987e-01,1,64,1, 1, 1,14,0,0,0,0, 0,14,48.6,98, 0,2,0,0, -1,-1,0, -1,-1
49330,2006,1.90999999999999992e+00,1,50,3, 1, 0, 0,0,0,0,0, 0,12,31.5,12,12,0,0,0, -1,-1,0, -1,-1
49331,2006,4.29999999999999993e-01,1,69,1, 1, 1,30,0,0,0,0, 0,20,84.2,12, 0,0,0,0, -1,-1,0,  3, 0
49332,2006,1.29000000000000004e+00,2,49,1, 4, 0, 0,0,0,0,0, 0,12,39.6,12,11,0,0,0, -1,-1,0, -1,-1
49333,2006,4.29999999999999993e-01,2,28,1, 1, 1,14,0,0,0,0, 0,14,32.4,10, 0,0,0,0, -1,-1,0,  7, 0
49334,2006,8.59999999999999987e-01,2,58,1, 1, 1,60,0,0,0,0, 1,14,43.7,13,13,2,0,0, -1,-1,0, -1,-1
49335,2006,4.29999999999999993e-01,2,76,1, 1, 0, 0,0,0,0,0, 0,11,29.1,13, 0,0,0,0, -1,-1,0, -1,-1
49336,2006,4.29999999999999993e-01,2,29,1, 1, 1,22,0,0,0,0, 0,13,50.7,11,11,1,0,0, -1,-1,0, 12, 0
49337,2006,8.59999999999999987e-01,2,39,1, 1, 1,14,0,0,0,0, 1,14,38.4,98,98,0,0,0, -1,-1,0,  1, 0
49338,2006,1.29000000000000004e+00,2,33,1, 4, 1,14,0,0,0,0, 0,15,33.1,12, 9,0,0,0, -1,-1,0, -1,-1
49339,2006,1.90999999999999992e+00,1,44,1, 1, 1,70,0,0,0,0, 1,16,52.4,12,12,1,0,0, -1,-1,0, 10, 0
49340,2006,8.59999999999999987e-01,2,36,3, 6, 6, 0,0,0,0,0, 1,16,53.9,12,11,0,0,0, -1,-1,0,  3, 0
49341,2006,8.59999999999999987e-01,1,67,1, 1, 1,22,0,0,0,0, 1,12,63.5,13,13,0,0,0, -1,-1,0,  3, 0
49342,2006,1.29000000000000004e+00,2,58,1, 2, 2, 0,0,0,0,0, 0,13,36.1,12,12,1,0,0, -1,-1,0, -1,-1
49343,2006,1.90999999999999992e+00,2,37,1, 1, 0, 0,0,0,0,0, 0,16,73.2,13,13,0,0,0, -1,-1,0, -1,-1
49344,2006,8.59999999999999987e-01,2,38,1, 1, 1,33,0,0,0,0, 4,16,78.5,12, 0,0,0,0, -1,-1,0,  5, 0
49345,2006,8.59999999999999987e-01,2,70,1, 1, 0, 0,0,0,0,0, 0,14,17.6,12, 0,0,0,0, -1,-1,0, -1,-1
49346,2006,4.29999999999999993e-01,2,72,1, 1, 1,14,0,0,0,0, 0,12,29.3,10, 0,2,0,0, -1,-1,0, -1,-1
49347,2006,1.90999999999999992e+00,1,71,1, 1, 1,14,0,0,0,0, 1,12,53.9,13, 0,2,0,0, -1,-1,0, -1,-1
49348,2006,2.85999999999999988e+00,2,40,2, 4, 0, 0,0,0,0,0, 0,10,29.0,12,10,0,0,0, -1,-1,0, -1,-1
49349,2006,8.59999999999999987e-01,2,52,1, 1, 1,14,0,0,0,0, 0,14,38.4,98,13,1,0,0, -1,-1,0, 12, 0
49350,2006,8.59999999999999987e-01,2,40,1, 1, 0, 0,0,0,0,0, 0,16,38.4,12,10,0,0,0, -1,-1,0, -1,-1
49351,2006,9.49999999999999956e-01,2,68,1, 2, 2, 0,0,0,0,0, 0,12,38.4,12, 0,0,0,0, -1,-1,0, -1,-1
49352,2006,8.59999999999999987e-01,2,53,1, 1, 1,10,0,0,0,0, 4,13,38.4,12, 0,1,0,0, -1,-1,0, 15, 0
49353,2006,4.29999999999999993e-01,2,46,1, 1, 1,48,0,0,0,0, 0,15,63.5,12,12,1,0,0, -1,-1,0,  3, 0
49354,2006,4.29999999999999993e-01,2,67,1, 1, 0, 0,0,0,0,0, 0,10,22.5,98,98,0,0,0, -1,-1,0, -1,-1
49355,2006,1.90999999999999992e+00,2,27,1, 2, 2, 0,0,0,0,0, 1,13,64.8,12, 0,1,0,0, -1,-1,0,  3, 0
49356,2006,1.90999999999999992e+00,2,27,2, 1, 4, 0,0,0,0,0, 1,12,33.1,11, 0,1,0,0, -1,-1,0, 10, 0
49357,2006,8.59999999999999987e-01,2,36,3, 4, 2, 0,0,0,0,0, 4,16,22.5,12, 9,0,0,0, -1,-1,0,  5, 0
49358,2006,1.90999999999999992e+00,2,55,1, 1, 0, 0,0,0,0,0, 0,16,38.0,12,12,0,0,0, -1,-1,0, -1,-1
49359,2006,1.29000000000000004e+00,1,22,2, 1, 0, 0,0,0,0,0, 0,13,45.3,12,12,0,0,0, -1,-1,0, -1,-1
49360,2006,8.59999999999999987e-01,2,55,1, 1, 1,14,0,0,0,0, 1,12,63.5,98, 0,1,0,0, -1,-1,0,  8, 0
49361,2006,1.90999999999999992e+00,2,20,1, 4, 1,14,0,0,0,0, 4,12,38.5,13,13,2,0,0, -1,-1,0, -1,-1
49362,2006,4.29999999999999993e-01,1,43,1, 1, 0, 0,0,0,0,0, 0,16,63.5,12,12,0,0,0, -1,-1,0, -1,-1
49363,2006,8.59999999999999987e-01,2,46,1, 1, 1,15,0,0,0,0, 1,12,38.4,13,13,0,0,0, -1,-1,0, 16, 0
49364,2006,8.59999999999999987e-01,2,55,2, 6, 0, 0,0,0,0,0, 0,18,80.3,12,12,0,0,0, -1,-1,0, -1,-1
49365,2006,8.59999999999999987e-01,2,50,1, 1, 1,22,0,0,0,0, 0,13,30.7,12, 0,1,0,0, -1,-1,0, -1,-1
49366,2006,1.90999999999999992e+00,2,45,1, 1, 1,32,0,0,0,0, 2,16,76.4,98,98,1,0,0, -1,-1,0, 60, 0
49367,2006,8.59999999999999987e-01,2,42,1, 1, 0, 0,0,0,0,0, 0,13,45.3,12,12,0,0,0, -1,-1,0, -1,-1
49368,2006,1.29000000000000004e+00,1,55,1, 1, 0, 0,0,0,0,0, 0,20,-1.0,11, 0,0,0,0, -1,-1,0, -1,-1
49369,2006,8.59999999999999987e-01,1,32,1, 1, 1,15,0,0,0,0, 1,16,73.9,13,13,2,0,0, -1,-1,0,  3, 0
49370,2006,8.59999999999999987e-01,1,61,1, 1, 0, 0,0,0,0,0, 0,14,39.4,13, 0,0,0,0, -1,-1,0, -1,-1
49371,2006,4.29999999999999993e-01,1,40,1, 2, 2, 0,0,0,0,0, 0,16,27.5,12,12,2,0,0, -1,-1,0,  1, 0
49372,2006,8.59999999999999987e-01,1,27,1, 1, 1,60,0,0,0,0, 1,14,-1.0,13,13,1,0,0, -1,-1,0,  1, 0
49373,2006,1.90999999999999992e+00,2,30,2, 1, 0, 0,0,0,0,0, 0,13,34.3,11, 6,0,0,0, -1,-1,0, -1,-1
49374,2006,4.29999999999999993e-01,2,51,2, 1, 0, 0,0,0,0,0, 0,15,36.7,13, 0,0,0,0, -1,-1,0, -1,-1
49375,2006,8.59999999999999987e-01,2,44,1, 1, 0, 0,0,0,0,0, 0,12,26.7,13,13,0,0,0, -1,-1,0, -1,-1
49376,2006,2.85999999999999988e+00,2,44,1, 1, 1,48,0,0,0,0, 1,12,35.4,12, 0,0,0,0, -1,-1,0,  1, 0
49377,2006,4.29999999999999993e-01,1,45,1, 2, 0, 0,0,0,0,0, 0,16,38.2,12,12,0,0,0, -1,-1,0, -1,-1
49378,2006,4.29999999999999993e-01,2,59,2, 1, 1,14,0,0,0,0, 0,11,22.5,13,13,1,0,0, -1,-1,0,998,98
49379,2006,4.29999999999999993e-01,2,31,2, 1, 1,60,0,0,0,0, 0,11,35.1,11,11,2,0,0, -1,-1,0, -1,-1
49380,2006,4.29999999999999993e-01,2,36,2, 1, 0, 0,0,0,0,0, 0,13,80.3, 9, 9,0,0,0, -1,-1,0, -1,-1
49381,2006,4.29999999999999993e-01,2,32,2, 4, 0, 0,0,0,0,0, 0,10,30.8, 8, 2,0,0,0, -1,-1,0, -1,-1
49382,2006,4.29999999999999993e-01,1,39,2, 1, 1,11,0,0,0,0, 0,12,33.1,13, 0,2,0,0, -1,-1,0, -1,-1
49383,2006,4.29999999999999993e-01,2,52,2, 1, 1,18,0,0,0,0, 0, 8,-1.0, 7, 0,2,0,0, -1,-1,0, -1,-1
49384,2006,1.29000000000000004e+00,1,25,2, 1, 0, 0,0,0,0,0, 0,11,-1.0,12, 0,0,0,0, -1,-1,0, -1,-1
49385,2006,9.49999999999999956e-01,2,26,2, 4, 1,14,0,0,0,0, 0,12,29.3, 4, 3,2,0,0, -1,-1,0, -1,-1
49386,2006,4.29999999999999993e-01,1,28,2, 1, 1,14,0,0,0,0, 0,16,50.3,11,11,2,0,0, -1,-1,0, 15, 0
49387,2006,8.59999999999999987e-01,2,71,2, 1, 4, 0,0,0,0,0, 1, 8,26.7,98, 0,0,0,0, -1,-1,0, -1,-1
49388,2006,8.59999999999999987e-01,1,29,1,11, 4, 0,0,0,0,0, 0,12,63.5,12,12,1,0,0, -1,-1,0,  3, 0
49389,2006,4.29999999999999993e-01,2,84,1, 4, 2, 0,0,0,0,0, 0,13,-1.0, 9, 0,2,0,0, -1,-1,0, -1,-1
49390,2006,8.59999999999999987e-01,2,74,1, 1, 0, 0,0,0,0,0, 0,16,80.3,12, 0,0,0,0, -1,-1,0, -1,-1
49391,2006,8.59999999999999987e-01,1,28,1, 4, 0, 0,0,0,0,0, 0,13,32.4, 9, 9,0,0,0, -1,-1,0, -1,-1
49392,2006,8.59999999999999987e-01,2,63,1, 1, 1,18,0,0,0,0, 1,12,36.5,12, 0,1,0,0, -1,-1,0,  2, 0
49393,2006,4.29999999999999993e-01,2,50,1, 1, 1,31,0,0,0,0, 0,13,50.7,12,12,0,0,0, -1,-1,0,  5, 0
49394,2006,8.59999999999999987e-01,1,59,1, 4, 0, 0,0,0,0,0, 0,16,69.2,12,12,0,0,0, -1,-1,0, -1,-1
49395,2006,4.29999999999999993e-01,1,32,1, 4, 0, 0,0,0,0,0, 0,15,32.4, 9, 8,0,0,0, -1,-1,0, -1,-1
49396,2006,8.59999999999999987e-01,2,48,1, 1, 1,60,0,0,0,0, 2,12,29.3,12,11,0,0,0, -1,-1,0,  1, 0
49397,2006,8.59999999999999987e-01,2,29,1, 4, 0, 0,0,0,0,0, 0,12,64.2,12, 0,0,0,0, -1,-1,0, -1,-1
49398,2006,8.59999999999999987e-01,2,41,1, 1, 1,60,0,0,0,0, 1,16,86.9,12, 3,1,0,0, -1,-1,0,  4, 0
49399,2006,9.49999999999999956e-01,1,75,1, 1, 1,98,0,0,0,0, 0,12,49.6,98, 0,0,0,0, -1,-1,0,  6, 0
49400,2006,1.90999999999999992e+00,2,49,1, 1, 0, 0,0,0,0,0, 0,12,36.5,10, 9,0,0,0, -1,-1,0, -1,-1
49401,2006,9.49999999999999956e-01,2,76,1, 1, 1,60,0,0,0,0, 0,14,78.5,13, 0,2,0,0, -1,-1,0, -1,-1
49402,2006,4.29999999999999993e-01,2,34,1,11, 0, 0,0,0,0,0, 0,12,35.1, 9, 9,0,0,0, -1,-1,0, -1,-1
49403,2006,8.59999999999999987e-01,1,45,1, 4, 1,48,0,0,0,0, 4,13,31.4,12,11,1,0,0, -1,-1,0,  4, 0
49404,2006,4.29999999999999993e-01,2,37,1, 4, 0, 0,0,0,0,0, 0,13,37.7,11,11,0,0,0, -1,-1,0, -1,-1
49405,2006,1.71999999999999997e+00,2,28,1, 2, 2, 0,0,0,0,0, 0,14,34.4,12,12,1,0,0, -1,-1,0,  3, 0
49406,2006,9.49999999999999956e-01,2,52,1,11, 1,18,0,0,0,0, 0,14,63.5,12,12,1,0,0, -1,-1,0,  5, 0
49407,2006,8.59999999999999987e-01,1,32,1,11, 0, 0,0,0,0,0, 0,12,49.6,12,12,0,0,0, -1,-1,0, -1,-1
49408,2006,8.59999999999999987e-01,2,28,1, 1, 2, 0,0,0,0,0,12,14,32.4,10, 2,1,0,0, -1,-1,0,  3, 0
49409,2006,4.29999999999999993e-01,1,37,1,11, 0, 0,0,0,0,0, 0,14,25.8,11,11,0,0,0, -1,-1,0, -1,-1
49410,2006,8.59999999999999987e-01,1,25,1, 4, 1,14,0,0,0,0, 0, 8,34.2,12,12,0,0,0, -1,-1,0,  2, 0
49411,2006,1.90999999999999992e+00,2,38,1, 1, 1,32,0,0,0,0, 1,14,39.6,12, 9,2,0,0, -1,-1,0,  1, 0
49412,2006,8.59999999999999987e-01,1,55,1, 1, 1,18,0,0,0,0, 6,15,51.0,12,12,0,0,0, -1,-1,0, -1,-1
49413,2006,1.71999999999999997e+00,2,33,1,11, 0, 0,0,0,0,0, 0,12,33.1, 6, 0,0,0,0, -1,-1,0, -1,-1
49414,2006,8.59999999999999987e-01,1,51,1, 1, 1,14,0,0,0,0, 1,14,40.4,12,12,1,0,0, -1,-1,0,  1, 0
49415,2006,8.59999999999999987e-01,2,60,1, 1, 1,22,0,0,0,0, 4,12,33.1,10,10,2,0,0, -1,-1,0, -1,-1
49416,2006,8.59999999999999987e-01,1,57,1, 4, 4, 0,0,0,0,0, 1,14,45.3,12, 0,1,0,0, -1,-1,0,  3, 0
49417,2006,8.59999999999999987e-01,2,48,1, 4, 4, 0,0,0,0,0, 2,12,37.7,12,11,1,0,0, -1,-1,0,  1, 0
49418,2006,4.29999999999999993e-01,1,47,1, 2, 2, 0,0,0,0,0, 0,14,38.2,12,12,2,0,0, -1,-1,0, -1,-1
49419,2006,8.59999999999999987e-01,1,29,1, 4, 4, 0,0,0,0,0, 0,12,28.4, 9, 9,2,0,0, -1,-1,0, -1,-1
49420,2006,4.29999999999999993e-01,1,51,1, 4, 1,28,0,0,0,0, 0,12,26.6, 9, 9,1,0,0, -1,-1,0,  1, 0
49421,2006,4.29999999999999993e-01,1,28,1, 4, 2, 0,0,0,0,0, 0,11,32.3,12,12,2,0,0, -1,-1,0, -1,-1
49422,2006,8.59999999999999987e-01,2,64,1, 1, 4, 0,0,0,0,0, 1,13,33.1,11, 0,0,0,0, -1,-1,0, 20, 0
49423,2006,8.59999999999999987e-01,2,46,1, 1, 1,60,0,0,0,0, 1,13,51.9,12,12,2,0,0, -1,-1,0, 20, 0
49424,2006,4.29999999999999993e-01,2,64,1, 1, 0, 0,0,0,0,0, 0,12,32.0,11,11,0,0,0, -1,-1,0, -1,-1
49425,2006,8.59999999999999987e-01,1,44,1, 1, 1,22,0,0,0,0, 1,15,43.4,12,12,0,0,0, -1,-1,0,  2, 0
49426,2006,8.59999999999999987e-01,2,23,1, 6, 2, 0,0,0,0,0, 0,12,29.3,10, 0,2,0,0, -1,-1,0, 10, 0
49427,2006,1.90999999999999992e+00,2,42,1, 1,11,70,0,0,0,0, 4,17,80.3,10, 6,0,0,0, -1,-1,0, -1,-1
49428,2006,8.59999999999999987e-01,2,56,1, 4, 0, 0,0,0,0,0, 0,13,66.1, 9, 0,0,0,0, -1,-1,0, -1,-1
49429,2006,8.59999999999999987e-01,2,58,1, 1, 1,60,0,0,0,0, 1,14,33.1,12,10,1,0,0, -1,-1,0,  1, 0
49430,2006,1.29000000000000004e+00,1,32,1,11,11,70,0,0,0,0, 0,12,34.2,13,13,0,0,0, -1,-1,0, -1,-1
49431,2006,4.29999999999999993e-01,2,82,1, 1, 0, 0,0,0,0,0, 0,12,38.4,11, 0,0,0,0, -1,-1,0, -1,-1
49432,2006,4.29999999999999993e-01,2,78,1, 3, 0, 0,0,0,0,0, 0,13,53.3,12, 0,0,0,0, -1,-1,0, -1,-1
49433,2006,8.59999999999999987e-01,1,34,1, 4, 0, 0,0,0,0,0, 0,17,76.3,12,12,0,0,0, -1,-1,0, -1,-1
49434,2006,4.29999999999999993e-01,1,56,1, 1, 1,60,0,0,0,0, 0,14,76.4,12, 3,1,0,0, -1,-1,0,  5, 0
49435,2006,8.59999999999999987e-01,2,50,1, 1, 0, 0,0,0,0,0, 0,13,62.1,12,12,0,0,0, -1,-1,0, -1,-1
49436,2006,1.29000000000000004e+00,1,20,1, 1, 0, 0,0,0,0,0, 0,12,48.6,12, 0,0,0,0, -1,-1,0, -1,-1
49437,2006,8.59999999999999987e-01,2,51,1, 1, 4, 0,0,0,0,0, 1,12,68.1,12, 9,1,0,0, -1,-1,0,  2, 0
49438,2006,4.29999999999999993e-01,1,38,1, 4, 0, 0,0,0,0,0, 0,17,60.3,12, 6,0,0,0, -1,-1,0, -1,-1
49439,2006,8.59999999999999987e-01,2,46,1,11, 1,32,0,0,0,0,11,14,62.5,12, 0,0,0,0, -1,-1,0, -1,-1
49440,2006,1.29000000000000004e+00,2,75,1, 2, 2, 0,0,0,0,0, 0,12,-1.0,13, 0,1,0,0, -1,-1,0,  2, 0
49441,2006,4.29999999999999993e-01,1,31,1, 2, 0, 0,0,0,0,0, 0,12,26.7,12,12,0,0,0, -1,-1,0, -1,-1
49442,2006,8.59999999999999987e-01,2,38,1, 1, 4, 0,0,0,0,0,11, 9,38.2,12, 9,2,0,0, -1,-1,0, -1,-1
49443,2006,8.59999999999999987e-01,1,74,1, 1, 1,60,0,0,0,0, 0,12,63.5,12,12,0,0,0, -1,-1,0, -1,-1
49444,2006,4.29999999999999993e-01,1,85,1, 1, 4, 0,0,0,0,0, 1,12,50.7,11, 0,0,0,0, -1,-1,0,  1, 0
49445,2006,8.59999999999999987e-01,1,43,1, 4, 2, 0,0,0,0,0, 4,16,64.1,12,12,1,0,0, -1,-1,0,  2, 0
49446,2006,8.59999999999999987e-01,1,24,1, 4, 4, 0,0,0,0,0, 4,11,36.5,10, 0,0,0,0, -1,-1,0, -1,-1
49447,2006,8.59999999999999987e-01,1,24,1,11, 1,60,0,0,0,0, 0,10,34.2,12, 0,0,0,0, -1,-1,0,  2, 0
49448,2006,8.59999999999999987e-01,2,54,1,10, 0, 0,0,0,0,0, 0,14,63.5,12, 0,0,0,0, -1,-1,0, -1,-1
49449,2006,4.29999999999999993e-01,2,58,1, 2, 1,60,0,0,0,0, 0,14,38.0,12, 0,1,0,0, -1,-1,0,  1,30
49450,2006,8.59999999999999987e-01,1,49,1, 1, 4, 0,0,0,0,0, 4,14,28.6,12, 9,1,0,0, -1,-1,0, -1,-1
49451,2006,8.59999999999999987e-01,1,68,1, 4, 1,38,0,0,0,0, 4,12,86.6,12, 0,1,0,0, -1,-1,0, 10, 0
49452,2006,8.59999999999999987e-01,1,53,1, 1, 1,41,0,0,0,0, 1,16,50.7,12,12,1,0,0, -1,-1,0,  5, 0
49453,2006,9.49999999999999956e-01,1,61,1, 4, 1,50,0,0,0,0, 0,16,83.7,11,11,1,0,0, -1,-1,0, 10, 0
49454,2006,8.59999999999999987e-01,1,41,1, 1, 1,60,0,0,0,0, 1,20,62.0,12,12,1,0,0, -1,-1,0,  2, 0
49455,2006,4.29999999999999993e-01,2,39,1, 2, 2, 0,0,0,0,0, 0,12,30.8, 9, 3,1,0,0, -1,-1,0,  1, 0
49456,2006,8.59999999999999987e-01,1,59,1, 4, 1,50,0,0,0,0, 4,17,67.0,12,12,1,0,0, -1,-1,0,  5, 0
49457,2006,8.59999999999999987e-01,2,47,1, 4, 1,28,0,0,0,0, 4,16,38.9,12, 0,1,0,0, -1,-1,0, 20, 0
49458,2006,4.29999999999999993e-01,1,48,1, 4, 1,48,0,0,0,0, 0,11,34.2,12, 7,2,0,0, -1,-1,0, -1,-1
49459,2006,8.59999999999999987e-01,1,58,1,11, 0, 0,0,0,0,0, 0,15,53.1,13, 0,0,0,0, -1,-1,0, -1,-1
49460,2006,1.90999999999999992e+00,2,49,1,11, 0, 0,0,0,0,0, 0,14,54.7,12,12,0,0,0, -1,-1,0, -1,-1
49461,2006,8.59999999999999987e-01,2,37,1, 1, 0, 0,0,0,0,0, 0,12,33.1,12, 0,0,0,0, -1,-1,0, -1,-1
49462,2006,8.59999999999999987e-01,2,61,1, 1, 0, 0,0,0,0,0, 0,14,38.4,12, 0,0,0,0, -1,-1,0, -1,-1
49463,2006,3.81999999999999984e+00,1,47,1,11, 1,32,0,0,0,0, 1,13,38.2,13,13,0,0,0, -1,-1,0,  1, 0
49464,2006,1.71999999999999997e+00,2,33,3, 2, 0, 0,0,0,0,0, 0,12,19.5,13, 0,0,0,0, -1,-1,0, -1,-1
49465,2006,1.29000000000000004e+00,1,49,3, 2, 2, 0,0,0,0,0, 4,12,31.3,12,11,0,0,0, -1,-1,0, -1,-1
49466,2006,5.73000000000000043e+00,1,27,3, 2, 2, 0,0,0,0,0, 0,16,64.4,98, 9,0,0,0, -1,-1,0,  1, 0
49467,2006,4.29999999999999993e-01,1,72,1, 4, 4, 0,0,0,0,0, 0,12,63.2,11, 0,0,0,0, -1,-1,0, -1,-1
49468,2006,8.59999999999999987e-01,1,44,1, 1, 1,22,0,0,0,0, 1,16,43.4,12,12,1,0,0, -1,-1,0, 20, 0
49469,2006,1.90999999999999992e+00,2,70,1, 2, 2, 0,0,0,0,0, 2,13,37.7,13, 0,0,0,0, -1,-1,0, -1,-1
49470,2006,4.29999999999999993e-01,2,48,1, 4, 1,50,0,0,0,0, 0,16,73.2,12,12,1,0,0, -1,-1,0,  6, 0
49471,2006,4.29999999999999993e-01,2,71,1, 4, 4, 0,0,0,0,0, 0,11,40.2, 7, 0,2,0,0, -1,-1,0, -1,-1
49472,2006,4.29999999999999993e-01,2,23,2, 1, 1,60,0,0,0,0, 0,11,37.4, 4, 2,0,0,0, -1,-1,0, -1,-1
49473,2006,8.59999999999999987e-01,2,37,3, 2, 2, 0,0,0,0,0, 2,14,36.9,12, 6,0,0,0, -1,-1,0, 35, 0
49474,2006,4.29999999999999993e-01,2,77,1, 2, 4, 0,0,0,0,0, 0,12,38.9,10, 0,0,0,0, -1,-1,0, -1,-1
49475,2006,8.59999999999999987e-01,1,60,3, 2, 2, 0,0,0,0,0, 0, 6,25.3,12,12,0,0,0, -1,-1,0,999,99
49476,2006,4.29999999999999993e-01,2,21,1, 2, 2, 0,0,0,0,0, 2, 6,-1.0,11, 0,0,0,0, -1,-1,0,999,99
49477,2006,1.29000000000000004e+00,2,45,2, 1, 4, 0,0,0,0,0, 1,12,-1.0,10, 0,0,0,0, -1,-1,0, -1,-1
49478,2006,9.49999999999999956e-01,2,19,1, 4, 0, 0,0,0,0,0, 0, 8,33.1, 5, 4,0,0,0, -1,-1,0, -1,-1
49479,2006,1.29000000000000004e+00,1,54,3, 2, 0, 0,0,0,0,0, 0, 4,-1.0,12, 9,0,0,0, -1,-1,0, -1,-1
49480,2006,4.29999999999999993e-01,2,89,1, 1, 1,48,0,0,0,0, 0,16,38.9,11, 0,0,0,0, -1,-1,0, -1,-1
49481,2006,8.59999999999999987e-01,2,37,1, 1, 1,35,0,0,0,0, 1,12,63.5,12,12,0,0,0, -1,-1,0, 10, 0
49482,2006,4.29999999999999993e-01,2,88,1, 1, 1,33,0,0,0,0, 0,12,36.5, 2, 0,2,0,0, -1,-1,0, -1,-1
49483,2006,8.59999999999999987e-01,2,33,3, 2, 2, 0,0,0,0,0, 2,12,28.4,13,98,0,0,0, -1,-1,0,999,99
49484,2006,8.59999999999999987e-01,1,39,3, 1, 2, 0,0,0,0,0, 1, 6,26.5, 9, 5,0,0,0, -1,-1,0,999,99
49485,2006,8.59999999999999987e-01,2,69,1, 1, 1,10,0,0,0,0, 0,12,50.7,13, 0,0,0,0, -1,-1,0,  6, 0
49486,2006,8.59999999999999987e-01,1,34,3, 2, 0, 0,0,0,0,0, 0,12,27.3,12,12,0,0,0, -1,-1,0, -1,-1
49487,2006,9.49999999999999956e-01,1,46,1, 1, 0, 0,0,0,0,0, 0,11,48.6,12,12,0,0,0, -1,-1,0, -1,-1
49488,2006,4.29999999999999993e-01,2,54,3, 2, 0, 0,0,0,0,0, 0, 8,36.5,12,12,0,0,0, -1,-1,0, -1,-1
49489,2006,8.59999999999999987e-01,1,23,1,11,11,70,0,0,0,0, 0,12,36.5,12,12,1,0,0, -1,-1,0,  1, 0
49490,2006,8.59999999999999987e-01,1,60,3, 1, 0, 0,0,0,0,0, 0, 8,31.5,12,12,0,0,0, -1,-1,0, -1,-1
49491,2006,8.59999999999999987e-01,1,46,1, 2, 0, 0,0,0,0,0, 0,14,40.4,13,13,0,0,0, -1,-1,0, -1,-1
49492,2006,4.29999999999999993e-01,2,54,1, 1, 1,22,0,0,0,0, 0,12,68.1,12,12,1,0,0, -1,-1,0,  4, 0
49493,2006,1.90999999999999992e+00,1,47,1, 1, 0, 0,0,0,0,0, 0,13,25.8,12,12,0,0,0, -1,-1,0, -1,-1
49494,2006,1.90999999999999992e+00,2,69,1, 1, 1,40,0,0,0,0, 1,16,76.4,12, 1,0,0,0, -1,-1,0,  1, 0
49495,2006,4.29999999999999993e-01,1,35,3, 4, 2, 0,0,0,0,0, 0,12,26.7, 4, 4,2,0,0, -1,-1,0, -1,-1
49496,2006,8.59999999999999987e-01,1,35,3, 4, 0, 0,0,0,0,0, 0, 8,34.2,12,12,0,0,0, -1,-1,0, -1,-1
49497,2006,4.29999999999999993e-01,2,44,1, 1,11,70,0,0,0,0, 0,12,39.6,12,12,0,0,0, -1,-1,0,  2, 0
49498,2006,8.59999999999999987e-01,1,37,1, 2, 0, 0,0,0,0,0, 0,17,86.8,12,12,0,0,0, -1,-1,0, -1,-1
49499,2006,8.59999999999999987e-01,2,25,1, 1, 0, 0,0,0,0,0, 0,12,36.5,12,10,0,0,0, -1,-1,0, -1,-1
49500,2006,8.59999999999999987e-01,2,49,1, 1, 2, 0,0,0,0,0, 1,16,71.2,12,10,0,0,0, -1,-1,0,  1, 0
49501,2006,8.59999999999999987e-01,2,36,1, 1, 1,22,0,0,0,0, 4,16,37.3,12, 0,1,0,0, -1,-1,0,  0,10
49502,2006,8.59999999999999987e-01,1,51,1, 4, 0, 0,0,0,0,0, 0,18,76.3,12,12,0,0,0, -1,-1,0, -1,-1
49503,2006,8.59999999999999987e-01,2,42,3, 2, 0, 0,0,0,0,0, 0,14,53.3,12,12,0,0,0, -1,-1,0, -1,-1
49504,2006,9.49999999999999956e-01,2,75,1, 1, 0, 0,0,0,0,0, 0,12,75.9,11, 0,0,0,0, -1,-1,0, -1,-1
49505,2006,4.29999999999999993e-01,2,43,1, 2, 0, 0,0,0,0,0, 0,17,75.3,12,12,0,0,0, -1,-1,0, -1,-1
