CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,RELIG16,DENOM16,PARELIG,PARELKID,MARELIG,MARELKID,SPREL,EDUC,SEI,INCOME,RINCOME,INTRHOME,COMPUSE,WEBMOB,EMAILHR,EMAILMIN,USEWWW,WWWHR,WWWMIN
30826,1994,1.08000000000000007e+00,2,69,1, 2, 2, 0,0,0,0,0, 0,16,38.0,12, 0,0,0,0, -1,-1,0, -1,-1
30827,1994,2.16999999999999993e+00,1,55,1, 2, 2, 0,0,0,0,0, 2,16,63.5,12,12,0,0,0, -1,-1,0, -1,-1
30828,1994,5.40000000000000036e-01,2,39,1, 3, 3, 0,0,0,0,0, 0,16,50.5,12,12,0,0,0, -1,-1,0, -1,-1
30829,1994,5.40000000000000036e-01,2,41,1, 1, 1,34,0,0,0,0, 0,12,39.4,11,11,0,0,0, -1,-1,0, -1,-1
30830,1994,1.08000000000000007e+00,2,50,1, 1, 1,60,0,0,0,0, 4,12,29.0,11, 9,0,0,0, -1,-1,0, -1,-1
30831,1994,1.08000000000000007e+00,1,41,1, 2, 2, 0,0,0,0,0, 0,12,51.9,11,11,0,0,0, -1,-1,0, -1,-1
30832,1994,5.40000000000000036e-01,2,23,1, 1, 1,70,0,0,0,0, 0,11,64.8,10,10,0,0,0, -1,-1,0, -1,-1
30833,1994,5.40000000000000036e-01,1,25,1, 2, 2, 0,0,0,0,0, 0,12,50.7,12,12,0,0,0, -1,-1,0, -1,-1
30834,1994,5.40000000000000036e-01,1,36,2, 5, 1,60,0,0,0,0, 0,15,63.2,12,12,0,0,0, -1,-1,0, -1,-1
30835,1994,1.08000000000000007e+00,2,55,1, 1, 1,14,0,0,0,0, 0,12,25.2,13, 0,0,0,0, -1,-1,0, -1,-1
30836,1994,1.08000000000000007e+00,2,35,1, 3, 3, 0,0,0,0,0, 2,16,50.7,12,12,0,0,0, -1,-1,0, -1,-1
30837,1994,1.08000000000000007e+00,2,86,1, 1, 1,22,0,0,0,0, 1,16,78.5,12, 0,0,0,0, -1,-1,0, -1,-1
30838,1994,5.40000000000000036e-01,2,38,1, 4, 1,30,0,0,0,0, 0,18,69.2,12,11,0,0,0, -1,-1,0, -1,-1
30839,1994,1.08000000000000007e+00,2,42,1, 2, 1,50,0,0,0,0, 0,15,67.0,12,12,0,0,0, -1,-1,0, -1,-1
30840,1994,1.08000000000000007e+00,1,47,1, 1, 1,42,0,0,0,0, 2,20,87.0,12,12,0,0,0, -1,-1,0, -1,-1
30841,1994,1.62000000000000011e+00,1,20,1, 1, 1,22,0,0,0,0, 0,12,40.0,13,13,0,0,0, -1,-1,0, -1,-1
30842,1994,1.08000000000000007e+00,2,38,1, 1, 5, 0,0,0,0,0, 1,18,78.5,12, 0,0,0,0, -1,-1,0, -1,-1
30843,1994,5.40000000000000036e-01,2,78,1, 1, 1,28,0,0,0,0, 0,12,38.0,11, 0,0,0,0, -1,-1,0, -1,-1
30844,1994,1.08000000000000007e+00,2,46,1, 1, 1,70,0,0,0,0, 0,12,33.1,10, 5,0,0,0, -1,-1,0, -1,-1
30845,1994,1.08000000000000007e+00,1,38,1, 1, 1,10,0,0,0,0, 0,11,42.2,11,11,0,0,0, -1,-1,0, -1,-1
30846,1994,1.08000000000000007e+00,2,28,1, 1, 4, 0,0,0,0,0, 0,14,27.5,11, 2,0,0,0, -1,-1,0, -1,-1
30847,1994,5.40000000000000036e-01,2,42,1, 1, 1,70,0,0,0,0, 0,12,34.6,12,12,0,0,0, -1,-1,0, -1,-1
30848,1994,1.08000000000000007e+00,2,31,1, 1, 1,50,0,0,0,0, 4,16,37.7,11,10,0,0,0, -1,-1,0, -1,-1
30849,1994,1.08000000000000007e+00,2,59,1, 1, 1,60,0,0,0,0, 0,13,38.4,12, 9,0,0,0, -1,-1,0, -1,-1
30850,1994,5.40000000000000036e-01,1,32,1, 3, 3, 0,0,0,0,0, 0,12,54.2,12,12,0,0,0, -1,-1,0, -1,-1
30851,1994,1.62000000000000011e+00,1,53,1, 1, 1,10,0,0,0,0, 0,12,32.3, 9, 9,0,0,0, -1,-1,0, -1,-1
30852,1994,5.40000000000000036e-01,2,64,1, 1, 1,23,0,0,0,0, 0,12,-1.0, 8, 0,0,0,0, -1,-1,0, -1,-1
30853,1994,1.08000000000000007e+00,2,35,1, 2, 2, 0,0,0,0,0, 0,10,27.2,12,12,0,0,0, -1,-1,0, -1,-1
30854,1994,1.62000000000000011e+00,2,49,1, 2, 1,60,0,0,0,0, 2,12,34.6,12,11,0,0,0, -1,-1,0, -1,-1
30855,1994,1.08000000000000007e+00,2,37,1, 1, 1,22,0,0,0,0, 0,12,37.7, 9, 2,0,0,0, -1,-1,0, -1,-1
30856,1994,5.40000000000000036e-01,1,64,1, 1, 1,42,0,0,0,0, 0,12,26.7, 9, 0,0,0,0, -1,-1,0, -1,-1
30857,1994,1.08000000000000007e+00,2,63,1, 1, 1,22,0,0,0,0, 1,12,50.7,12,11,0,0,0, -1,-1,0, -1,-1
30858,1994,1.08000000000000007e+00,1,51,1, 2, 2, 0,0,0,0,0, 0,12,31.5,11, 0,0,0,0, -1,-1,0, -1,-1
30859,1994,5.40000000000000036e-01,1,32,1, 2, 2, 0,0,0,0,0, 0,12,29.4,12,12,0,0,0, -1,-1,0, -1,-1
30860,1994,1.08000000000000007e+00,1,48,1, 4, 4, 0,0,0,0,0, 0, 8,29.2,12,12,0,0,0, -1,-1,0, -1,-1
30861,1994,5.40000000000000036e-01,1,56,1, 1, 1,60,0,0,0,0, 0,13,45.4,12,12,0,0,0, -1,-1,0, -1,-1
30862,1994,1.08000000000000007e+00,1,31,1, 1, 1,60,0,0,0,0, 1,14,45.9,12,12,0,0,0, -1,-1,0, -1,-1
30863,1994,1.08000000000000007e+00,1,81,1, 1, 1,40,0,0,0,0, 0,12,34.2, 9,99,0,0,0, -1,-1,0, -1,-1
30864,1994,5.40000000000000036e-01,2,32,1, 1, 1,10,0,0,0,0, 0,13,32.4, 9, 7,0,0,0, -1,-1,0, -1,-1
30865,1994,1.62000000000000011e+00,2,25,1, 2, 2, 0,0,0,0,0, 0,16,-1.0,98, 0,0,0,0, -1,-1,0, -1,-1
30866,1994,1.62000000000000011e+00,1,45,1, 1, 1,32,0,0,0,0, 1,12,29.4,12,12,0,0,0, -1,-1,0, -1,-1
30867,1994,2.16999999999999993e+00,1,46,1, 1, 1,32,0,0,0,0, 0,13,62.5,12,13,0,0,0, -1,-1,0, -1,-1
30868,1994,5.40000000000000036e-01,1,59,1, 1, 1,32,0,0,0,0, 0,12,29.2,11, 0,0,0,0, -1,-1,0, -1,-1
30869,1994,1.08000000000000007e+00,1,33,1, 1, 2, 0,0,0,0,0, 0,14,38.2,12,12,0,0,0, -1,-1,0, -1,-1
30870,1994,1.62000000000000011e+00,1,43,1, 1, 1,99,0,0,0,0, 0,12,29.2,12,12,0,0,0, -1,-1,0, -1,-1
30871,1994,5.40000000000000036e-01,1,31,1, 1, 1,32,0,0,0,0, 0,15,53.4,12,12,0,0,0, -1,-1,0, -1,-1
30872,1994,1.08000000000000007e+00,2,56,1, 1, 1,22,0,0,0,0, 0,20,78.5,12,12,0,0,0, -1,-1,0, -1,-1
30873,1994,1.08000000000000007e+00,2,29,1, 4, 1,22,0,0,0,0, 0,14,-1.0, 7, 0,0,0,0, -1,-1,0, -1,-1
30874,1994,1.08000000000000007e+00,1,61,1, 4, 4, 0,0,0,0,0, 4,12,44.7,12, 0,0,0,0, -1,-1,0, -1,-1
30875,1994,5.40000000000000036e-01,2,83,1, 1, 1,22,0,0,0,0, 0,15,-1.0,12, 0,0,0,0, -1,-1,0, -1,-1
30876,1994,1.08000000000000007e+00,1,38,1, 2, 2, 0,0,0,0,0, 0,16,63.5,12,12,0,0,0, -1,-1,0, -1,-1
30877,1994,1.08000000000000007e+00,2,64,1, 1, 1,70,0,0,0,0, 1,12,31.4,12, 0,0,0,0, -1,-1,0, -1,-1
30878,1994,1.08000000000000007e+00,1,37,1, 1, 1,60,0,0,0,0, 1,16,50.7,12,12,0,0,0, -1,-1,0, -1,-1
30879,1994,1.08000000000000007e+00,2,47,1, 1, 1,40,0,0,0,0, 0,20,82.7,13,13,0,0,0, -1,-1,0, -1,-1
30880,1994,1.08000000000000007e+00,1,33,1, 1, 1,22,0,0,0,0, 1,16,47.0,12,12,0,0,0, -1,-1,0, -1,-1
30881,1994,1.08000000000000007e+00,2,35,1, 1, 1,60,0,0,0,0, 0,12,38.4,12,10,0,0,0, -1,-1,0, -1,-1
30882,1994,5.40000000000000036e-01,2,62,1, 2, 1,14,0,0,0,0, 0,12,69.7,12,12,0,0,0, -1,-1,0, -1,-1
30883,1994,5.40000000000000036e-01,2,34,1, 1, 1,14,0,0,0,0, 0,14,33.1, 9, 9,0,0,0, -1,-1,0, -1,-1
30884,1994,1.08000000000000007e+00,1,23,1, 2, 2, 0,0,0,0,0, 0,12,26.7,11, 7,0,0,0, -1,-1,0, -1,-1
30885,1994,1.62000000000000011e+00,2,64,1, 1, 1,10,0,0,0,0, 1,10,31.5,12,12,0,0,0, -1,-1,0, -1,-1
30886,1994,5.40000000000000036e-01,1,39,1, 1, 1,70,0,0,0,0, 0,16,82.7,13,13,0,0,0, -1,-1,0, -1,-1
30887,1994,1.62000000000000011e+00,1,61,1, 1, 1,41,0,0,0,0, 0,12,38.1,12,12,0,0,0, -1,-1,0, -1,-1
30888,1994,1.08000000000000007e+00,2,50,1, 1, 1,40,0,0,0,0, 0,15,45.4,12,11,0,0,0, -1,-1,0, -1,-1
30889,1994,5.40000000000000036e-01,1,73,1, 1, 1,10,0,0,0,0, 0,12,46.7,10, 0,0,0,0, -1,-1,0, -1,-1
30890,1994,5.40000000000000036e-01,2,76,2, 1, 1,60,0,0,0,0, 0,12,53.9,10, 0,0,0,0, -1,-1,0, -1,-1
30891,1994,1.08000000000000007e+00,2,67,2, 1, 1,60,0,0,0,0, 1,12,54.2,12, 0,0,0,0, -1,-1,0, -1,-1
30892,1994,5.40000000000000036e-01,1,79,2, 1, 1,18,0,0,0,0, 0,12,31.5, 9, 0,0,0,0, -1,-1,0, -1,-1
30893,1994,5.40000000000000036e-01,2,36,2, 2, 2, 0,0,0,0,0, 0,11,37.6,98, 9,0,0,0, -1,-1,0, -1,-1
30894,1994,5.40000000000000036e-01,1,59,2, 1, 1,18,0,0,0,0, 0,12,32.7,10, 0,0,0,0, -1,-1,0, -1,-1
30895,1994,1.08000000000000007e+00,2,75,1, 1, 2, 0,0,0,0,0, 1, 8,-1.0,12, 0,0,0,0, -1,-1,0, -1,-1
30896,1994,1.08000000000000007e+00,1,37,1, 1, 1,30,0,0,0,0, 0,12,26.5,12, 9,0,0,0, -1,-1,0, -1,-1
30897,1994,1.08000000000000007e+00,2,25,1, 1, 1,41,0,0,0,0, 0,16,33.1,10, 3,0,0,0, -1,-1,0, -1,-1
30898,1994,1.08000000000000007e+00,2,41,1, 1, 1,38,0,0,0,0, 1,12,32.4,12, 7,0,0,0, -1,-1,0, -1,-1
30899,1994,5.40000000000000036e-01,2,45,1, 4, 4, 0,0,0,0,0, 0,12,21.2, 4, 4,0,0,0, -1,-1,0, -1,-1
30900,1994,5.40000000000000036e-01,2,61,1, 1, 1,22,0,0,0,0, 0,12,28.4, 9, 9,0,0,0, -1,-1,0, -1,-1
30901,1994,5.40000000000000036e-01,1,87,1, 1, 1,40,0,0,0,0, 0, 8,37.3, 8, 8,0,0,0, -1,-1,0, -1,-1
30902,1994,5.40000000000000036e-01,1,45,1, 2, 2, 0,0,0,0,0, 0,13,37.3,12,12,0,0,0, -1,-1,0, -1,-1
30903,1994,5.40000000000000036e-01,1,59,1, 4, 1,31,0,0,0,0, 0, 7,37.3,12,12,0,0,0, -1,-1,0, -1,-1
30904,1994,1.08000000000000007e+00,1,74,1, 1, 1,22,0,0,0,0, 0,13,33.1,12, 3,0,0,0, -1,-1,0, -1,-1
30905,1994,1.62000000000000011e+00,1,83,1, 1, 1,60,0,0,0,0, 0,12,37.3, 9, 0,0,0,0, -1,-1,0, -1,-1
30906,1994,1.08000000000000007e+00,1,75,1, 1, 1,28,0,0,0,0, 0,12,47.6,13, 0,0,0,0, -1,-1,0, -1,-1
30907,1994,1.08000000000000007e+00,2,80,1, 1, 1,43,0,0,0,0, 1,12,26.4,13, 0,0,0,0, -1,-1,0, -1,-1
30908,1994,1.08000000000000007e+00,2,34,1, 1, 1,14,0,0,0,0, 1,17,73.2,13,13,0,0,0, -1,-1,0, -1,-1
30909,1994,5.40000000000000036e-01,2,59,3, 1, 1,50,0,0,0,0, 0,14,73.2,99,99,0,0,0, -1,-1,0, -1,-1
30910,1994,1.62000000000000011e+00,1,62,1, 1, 1,60,0,0,0,0, 1,12,30.2,12, 9,0,0,0, -1,-1,0, -1,-1
30911,1994,1.08000000000000007e+00,2,57,1, 2, 2, 0,0,0,0,0, 2,12,31.4,12,11,0,0,0, -1,-1,0, -1,-1
30912,1994,1.62000000000000011e+00,2,48,1, 1, 1,41,0,0,0,0, 1,16,74.4,13,13,0,0,0, -1,-1,0, -1,-1
30913,1994,1.08000000000000007e+00,2,52,1, 2, 2, 0,0,0,0,0, 0,12,38.4,98, 0,0,0,0, -1,-1,0, -1,-1
30914,1994,1.08000000000000007e+00,2,24,1, 1, 1,70,0,0,0,0, 0,12,33.1,98, 2,0,0,0, -1,-1,0, -1,-1
30915,1994,1.08000000000000007e+00,2,41,1, 1, 1,50,0,0,0,0, 1,18,53.3,12,10,0,0,0, -1,-1,0, -1,-1
30916,1994,1.62000000000000011e+00,2,66,1, 1, 1,35,0,0,0,0, 1,12,38.0,11, 0,0,0,0, -1,-1,0, -1,-1
30917,1994,1.08000000000000007e+00,2,23,1, 2, 2, 0,0,0,0,0, 0,14,73.2,12,11,0,0,0, -1,-1,0, -1,-1
30918,1994,1.08000000000000007e+00,2,36,1, 1, 1,14,0,0,0,0, 0,12,65.8,12,10,0,0,0, -1,-1,0, -1,-1
30919,1994,1.08000000000000007e+00,2,38,1, 1, 1,15,0,0,0,0, 1,12,33.9,11, 9,0,0,0, -1,-1,0, -1,-1
30920,1994,1.08000000000000007e+00,1,61,1, 1, 1,22,0,0,0,0, 1, 8,39.0,12,12,0,0,0, -1,-1,0, -1,-1
30921,1994,1.08000000000000007e+00,2,33,1, 1, 1,30,0,0,0,0, 0,12,32.4,12, 9,0,0,0, -1,-1,0, -1,-1
30922,1994,1.08000000000000007e+00,1,74,1, 1, 1,60,0,0,0,0, 0,12,53.9,12, 0,0,0,0, -1,-1,0, -1,-1
30923,1994,1.08000000000000007e+00,2,57,1, 1, 1,14,0,0,0,0, 1,17,80.9,12,12,0,0,0, -1,-1,0, -1,-1
30924,1994,1.62000000000000011e+00,1,26,1, 1, 1,60,0,0,0,0, 0,16,28.4,12, 8,0,0,0, -1,-1,0, -1,-1
30925,1994,1.62000000000000011e+00,1,68,1, 1, 1,18,0,0,0,0, 0,18,81.0,12,13,0,0,0, -1,-1,0, -1,-1
30926,1994,1.62000000000000011e+00,1,20,1, 1, 1,18,0,0,0,0, 0,12,39.5,99, 0,0,0,0, -1,-1,0, -1,-1
30927,1994,1.08000000000000007e+00,2,70,1, 1, 1,22,0,0,0,0, 1,12,30.7,12, 0,0,0,0, -1,-1,0, -1,-1
30928,1994,1.08000000000000007e+00,2,43,1, 1, 1,15,0,0,0,0, 0,14,38.4,12, 5,0,0,0, -1,-1,0, -1,-1
30929,1994,1.08000000000000007e+00,1,54,1, 1, 1,15,0,0,0,0, 0,13,50.7,12,12,0,0,0, -1,-1,0, -1,-1
30930,1994,5.40000000000000036e-01,2,43,1, 1, 4, 0,0,0,0,0, 0,13,32.4, 1, 1,0,0,0, -1,-1,0, -1,-1
30931,1994,1.08000000000000007e+00,2,24,1, 1, 1,60,0,0,0,0, 0,13,38.4, 9, 1,0,0,0, -1,-1,0, -1,-1
30932,1994,1.08000000000000007e+00,2,23,1, 1, 1,60,0,0,0,0, 1,15,-1.0, 5, 0,0,0,0, -1,-1,0, -1,-1
30933,1994,1.08000000000000007e+00,2,25,1, 1, 1,60,0,0,0,0, 1,16,38.4,11, 7,0,0,0, -1,-1,0, -1,-1
30934,1994,5.40000000000000036e-01,1,37,1, 1, 1,18,0,0,0,0, 0,11,32.3, 4, 4,0,0,0, -1,-1,0, -1,-1
30935,1994,5.40000000000000036e-01,2,56,1, 1, 1,48,0,0,0,0, 0,18,78.5,12,12,0,0,0, -1,-1,0, -1,-1
30936,1994,1.62000000000000011e+00,1,58,1, 1, 1,18,0,0,0,0, 0,10,32.7,12,11,0,0,0, -1,-1,0, -1,-1
30937,1994,1.08000000000000007e+00,1,48,1, 2, 2, 0,0,0,0,0, 1,16,63.2,12,12,0,0,0, -1,-1,0, -1,-1
30938,1994,5.40000000000000036e-01,1,39,1, 1, 1,22,0,0,0,0, 0,18,51.9,10,10,0,0,0, -1,-1,0, -1,-1
30939,1994,1.08000000000000007e+00,2,43,1, 1, 1,15,0,0,0,0, 0,11,58.1,12, 8,0,0,0, -1,-1,0, -1,-1
30940,1994,5.40000000000000036e-01,1,88,1, 1, 1,15,0,0,0,0, 0, 8,36.5, 4, 0,0,0,0, -1,-1,0, -1,-1
30941,1994,5.40000000000000036e-01,2,40,1, 1, 1,23,0,0,0,0, 0,16,33.9,10,10,0,0,0, -1,-1,0, -1,-1
30942,1994,1.08000000000000007e+00,1,54,1, 1, 1,22,0,0,0,0, 0,16,65.8,12,12,0,0,0, -1,-1,0, -1,-1
30943,1994,1.08000000000000007e+00,2,33,1, 4, 1,60,0,0,0,0, 0,16,62.2,12,12,0,0,0, -1,-1,0, -1,-1
30944,1994,1.62000000000000011e+00,1,48,1, 1, 1,14,0,0,0,0, 1,20,29.2,12,12,0,0,0, -1,-1,0, -1,-1
30945,1994,5.40000000000000036e-01,2,54,1, 5, 4, 0,0,0,0,0, 0, 8,25.3, 9, 9,0,0,0, -1,-1,0, -1,-1
30946,1994,5.40000000000000036e-01,1,44,1, 4, 1,10,0,0,0,0, 0,10,24.2,10,10,0,0,0, -1,-1,0, -1,-1
30947,1994,1.08000000000000007e+00,1,50,1, 1, 1,14,0,0,0,0, 1, 8,36.5,12,10,0,0,0, -1,-1,0, -1,-1
30948,1994,5.40000000000000036e-01,2,76,1, 1, 1,23,0,0,0,0, 0, 9,25.8, 8, 0,0,0,0, -1,-1,0, -1,-1
30949,1994,1.08000000000000007e+00,1,30,1, 1, 1,10,0,0,0,0, 1, 7,26.7,12,11,0,0,0, -1,-1,0, -1,-1
30950,1994,5.40000000000000036e-01,1,29,1, 1, 1,14,0,0,0,0, 0,14,30.8,11,11,0,0,0, -1,-1,0, -1,-1
30951,1994,1.08000000000000007e+00,2,33,3, 1, 1,18,0,0,0,0, 0,12,29.3, 5, 5,0,0,0, -1,-1,0, -1,-1
30952,1994,1.08000000000000007e+00,1,34,1, 1, 1,33,0,0,0,0, 0,12,48.5,12,11,0,0,0, -1,-1,0, -1,-1
30953,1994,1.08000000000000007e+00,2,52,1, 1, 1,22,0,0,0,0, 1,14,65.8,12,12,0,0,0, -1,-1,0, -1,-1
30954,1994,5.40000000000000036e-01,2,80,1, 1, 1,22,0,0,0,0, 0, 9,37.3, 9, 0,0,0,0, -1,-1,0, -1,-1
30955,1994,1.08000000000000007e+00,1,52,1, 1, 1,28,0,0,0,0, 0, 8,35.7,12,10,0,0,0, -1,-1,0, -1,-1
30956,1994,5.40000000000000036e-01,2,71,1, 1, 1,14,0,0,0,0, 0,11,29.3, 8, 0,0,0,0, -1,-1,0, -1,-1
30957,1994,1.08000000000000007e+00,1,68,1, 1, 1,30,0,0,0,0, 0, 7,35.7,12,10,0,0,0, -1,-1,0, -1,-1
30958,1994,5.40000000000000036e-01,2,64,1, 1, 1,22,0,0,0,0, 0,12,17.1, 3, 3,0,0,0, -1,-1,0, -1,-1
30959,1994,5.40000000000000036e-01,2,32,1, 1, 1,18,0,0,0,0, 0, 9,33.1, 9, 9,0,0,0, -1,-1,0, -1,-1
30960,1994,1.08000000000000007e+00,1,44,1, 1, 1,10,0,0,0,0, 0, 7,24.2,10,10,0,0,0, -1,-1,0, -1,-1
30961,1994,5.40000000000000036e-01,1,70,1, 1, 1,14,0,0,0,0, 0,16,78.0, 8, 0,0,0,0, -1,-1,0, -1,-1
30962,1994,1.08000000000000007e+00,1,33,1, 1, 1,10,0,0,0,0, 0,12,24.2,11, 9,0,0,0, -1,-1,0, -1,-1
30963,1994,1.08000000000000007e+00,1,70,1, 1, 1,35,0,0,0,0, 1,17,85.1,13, 0,0,0,0, -1,-1,0, -1,-1
30964,1994,5.40000000000000036e-01,2,82,1, 1, 1,32,0,0,0,0, 0,11,33.1,13, 0,0,0,0, -1,-1,0, -1,-1
30965,1994,5.40000000000000036e-01,2,71,1, 2, 2, 0,0,0,0,0, 0,12,38.4,11, 0,0,0,0, -1,-1,0, -1,-1
30966,1994,1.08000000000000007e+00,1,74,1, 5, 5, 0,0,0,0,0, 0, 8,35.4,12,99,0,0,0, -1,-1,0, -1,-1
30967,1994,5.40000000000000036e-01,1,51,1, 1, 1,22,0,0,0,0, 0,12,63.5,12, 9,0,0,0, -1,-1,0, -1,-1
30968,1994,1.08000000000000007e+00,1,32,1, 4, 2, 0,0,0,0,0, 0,15,76.3,11,11,0,0,0, -1,-1,0, -1,-1
30969,1994,1.08000000000000007e+00,2,50,1, 1, 1,32,0,0,0,0, 0,15,38.4, 1, 0,0,0,0, -1,-1,0, -1,-1
30970,1994,5.40000000000000036e-01,2,34,1, 1, 2, 0,0,0,0,0, 0,13,50.7,11,11,0,0,0, -1,-1,0, -1,-1
30971,1994,5.40000000000000036e-01,2,58,1, 2, 2, 0,0,0,0,0, 0,15,43.7,11,11,0,0,0, -1,-1,0, -1,-1
30972,1994,5.40000000000000036e-01,2,69,1, 2, 2, 0,0,0,0,0, 0,14,37.6, 9, 1,0,0,0, -1,-1,0, -1,-1
30973,1994,1.08000000000000007e+00,2,48,1, 1, 1,41,0,0,0,0, 1,12,38.4,13,13,0,0,0, -1,-1,0, -1,-1
30974,1994,1.08000000000000007e+00,1,79,1, 2, 2, 0,0,0,0,0, 2,19,81.3,12,99,0,0,0, -1,-1,0, -1,-1
30975,1994,1.08000000000000007e+00,2,54,1, 1, 2, 0,0,0,0,0, 0,12,36.5,10, 9,0,0,0, -1,-1,0, -1,-1
30976,1994,1.08000000000000007e+00,2,50,1, 1, 1,70,0,0,0,0, 1,16,78.5,12,12,0,0,0, -1,-1,0, -1,-1
30977,1994,1.08000000000000007e+00,2,66,1, 1, 1,60,0,0,0,0, 0,16,63.2,12, 9,0,0,0, -1,-1,0, -1,-1
30978,1994,1.08000000000000007e+00,1,75,1, 2, 2, 0,0,0,0,0, 0,12,63.5,10, 0,0,0,0, -1,-1,0, -1,-1
30979,1994,5.40000000000000036e-01,2,43,1, 1, 1,41,0,0,0,0, 0,18,80.3,12,12,0,0,0, -1,-1,0, -1,-1
30980,1994,5.40000000000000036e-01,1,31,1, 5, 1,60,0,0,0,0, 0,18,29.0,11, 0,0,0,0, -1,-1,0, -1,-1
30981,1994,1.08000000000000007e+00,1,41,1, 2, 2, 0,0,0,0,0, 0,16,21.2,12,12,0,0,0, -1,-1,0, -1,-1
30982,1994,1.08000000000000007e+00,2,38,1, 1, 1,14,0,0,0,0, 1,14,63.5,12,12,0,0,0, -1,-1,0, -1,-1
30983,1994,2.16999999999999993e+00,1,24,1, 2, 2, 0,0,0,0,0, 0,16,62.5,10, 9,0,0,0, -1,-1,0, -1,-1
30984,1994,1.08000000000000007e+00,1,54,1, 2, 2, 0,0,0,0,0, 0,16,78.0,12, 0,0,0,0, -1,-1,0, -1,-1
30985,1994,1.08000000000000007e+00,2,33,1, 2, 2, 0,0,0,0,0, 0,19,37.7,12, 7,0,0,0, -1,-1,0, -1,-1
30986,1994,1.62000000000000011e+00,1,21,3, 2, 2, 0,0,0,0,0, 0,12,28.4, 8, 4,0,0,0, -1,-1,0, -1,-1
30987,1994,1.08000000000000007e+00,2,30,2, 1, 1,20,0,0,0,0, 1,18,85.1,12,12,0,0,0, -1,-1,0, -1,-1
30988,1994,5.40000000000000036e-01,2,81,1, 1, 1,15,0,0,0,0, 0, 8,29.8,11,99,0,0,0, -1,-1,0, -1,-1
30989,1994,1.08000000000000007e+00,2,33,1, 1, 1,14,0,0,0,0, 1, 9,19.5, 9, 1,0,0,0, -1,-1,0, -1,-1
30990,1994,1.62000000000000011e+00,2,50,1, 1, 1,14,0,0,0,0, 0, 6,73.2,12,10,0,0,0, -1,-1,0, -1,-1
30991,1994,1.08000000000000007e+00,1,47,2, 2, 2, 0,0,0,0,0, 0,12,37.3,11, 9,0,0,0, -1,-1,0, -1,-1
30992,1994,5.40000000000000036e-01,2,68,1, 1, 1,22,0,0,0,0, 0,12,53.7,12,12,0,0,0, -1,-1,0, -1,-1
30993,1994,1.62000000000000011e+00,2,36,1, 2, 2, 0,0,0,0,0, 0,20,78.5,12,10,0,0,0, -1,-1,0, -1,-1
30994,1994,5.40000000000000036e-01,2,69,1, 2, 2, 0,0,0,0,0,99,12,38.9, 8,99,0,0,0, -1,-1,0, -1,-1
30995,1994,1.62000000000000011e+00,1,27,3, 1, 1,18,0,0,0,0, 0,12,39.4,12,11,0,0,0, -1,-1,0, -1,-1
30996,1994,1.08000000000000007e+00,2,29,1, 1, 1,22,0,0,0,0, 0,10,38.0, 9, 3,0,0,0, -1,-1,0, -1,-1
30997,1994,1.08000000000000007e+00,1,67,1, 1, 1,35,0,0,0,0, 0,14,38.2,12,12,0,0,0, -1,-1,0, -1,-1
30998,1994,1.08000000000000007e+00,2,38,1, 2, 2, 0,0,0,0,0, 4,13,38.4,12,12,0,0,0, -1,-1,0, -1,-1
30999,1994,5.40000000000000036e-01,2,41,1, 2, 2, 0,0,0,0,0, 0,16,36.5, 9, 9,0,0,0, -1,-1,0, -1,-1
31000,1994,1.08000000000000007e+00,1,32,1, 4, 1,60,0,0,0,0, 0,11,32.3,10, 9,0,0,0, -1,-1,0, -1,-1
31001,1994,1.08000000000000007e+00,2,20,1, 1, 1,22,0,0,0,0, 0,12,74.0,99, 9,0,0,0, -1,-1,0, -1,-1
31002,1994,1.08000000000000007e+00,2,47,2, 1, 1,15,0,0,0,0, 1,14,38.0,12,11,0,0,0, -1,-1,0, -1,-1
31003,1994,5.40000000000000036e-01,2,54,1, 1, 1,28,0,0,0,0, 0,12,37.3,12,99,0,0,0, -1,-1,0, -1,-1
31004,1994,1.08000000000000007e+00,2,35,1, 5, 5, 0,0,0,0,0, 1,17,59.3,12,12,0,0,0, -1,-1,0, -1,-1
31005,1994,1.08000000000000007e+00,2,47,1, 2, 2, 0,0,0,0,0, 0,16,63.2,99, 0,0,0,0, -1,-1,0, -1,-1
31006,1994,5.40000000000000036e-01,1,59,1, 1, 1,14,0,0,0,0, 0, 6,31.5,12,12,0,0,0, -1,-1,0, -1,-1
31007,1994,1.62000000000000011e+00,1,69,1, 1, 1,14,0,0,0,0, 0,13,48.8,12, 0,0,0,0, -1,-1,0, -1,-1
31008,1994,1.08000000000000007e+00,2,46,1, 1, 1,14,0,0,0,0, 0,12,39.0,12,12,0,0,0, -1,-1,0, -1,-1
31009,1994,5.40000000000000036e-01,2,65,1, 1, 1,14,0,0,0,0, 0,14,38.4,10,10,0,0,0, -1,-1,0, -1,-1
31010,1994,5.40000000000000036e-01,2,78,1, 1, 4, 0,0,0,0,0, 0,12,33.9, 7, 0,0,0,0, -1,-1,0, -1,-1
31011,1994,5.40000000000000036e-01,2,67,1, 1, 1,42,0,0,0,0, 0,18,82.7,12, 3,0,0,0, -1,-1,0, -1,-1
