CASEID,YEAR,COMPWT,AGE,RACE,SEX,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,SWITCH1,SWITCH2,SWITCH3,SWITAGE1,SWITAGE2,SWITWHY1,SWITWHY2
22168,1988,1.06000000000000005e+00,41,1,1,1,1,4,2, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,1,9,0,    0,5, 0,  0,5,9,0,    0, 1,48,  0,4,3,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22169,1988,1.06000000000000005e+00,45,1,2,1,0,0,6, 1,15,  0,1, 1,38,  0,2,1,38,  0,2,2,0,    0,1,38,  0,5,2,0,    0, 1,15,  0,2,1,1,15,   0,   0,   0,   0,   0,   0,   0,   0,   0,118000,     0,     0,17,-1,10, 0
22170,1988,1.06000000000000005e+00,73,1,1,1,2,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22171,1988,2.12999999999999989e+00,25,1,2,1,0,2,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22172,1988,5.30000000000000027e-01,39,1,2,1,0,0,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22173,1988,1.06000000000000005e+00,53,1,2,1,0, ,3, 1,32,  0,1, 4, 0,  0,3,2, 0,  0,4,2,0,    0,1,38,  0,0,2,0,    0, 1,18,  0,0,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,138000,     0,     0,16,-1,20, 0
22174,1988,1.06000000000000005e+00,74,1,1,1,0,0,3, 1,70,  0,2, 1,15,  0,1,1,15,  0,8,1,0,    0,1,15,  0,8,1,0,    0, 1,60,126,0,9,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,148000,     0,     0,48,-1,40, 0
22175,1988,1.59000000000000008e+00,42,2,1,1,0,0,8, 5, 0,  0,9, 1,18,  0,1,1,18,  0,5,1,0,    0,1,18,  0,5,1,0,    0, 5, 0,  0,7,9,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,118000,     0,     0,30,-1,50, 0
22176,1988,1.06000000000000005e+00,32,2,1,1,0,0,4, 1,60, 68,1, 1,60, 68,1,1,18,  0,2,1,0,    0,1,60, 68,8,1,0,    0, 1,60, 68,7,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22177,1988,5.30000000000000027e-01,33,2,2,1,0,0,2, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22178,1988,5.30000000000000027e-01,21,2,2,1,0,0,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,3,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22179,1988,5.30000000000000027e-01,64,1,2,1,0, ,3, 1,10,  0,1, 4, 0,  0,3,4, 0,  0,1,3,0,    0,1,14,  0,4,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22180,1988,1.06000000000000005e+00,65,1,1,1,0,2,2, 1,41,  0,3, 1,50,  0,3,1,23,  0,3,1,0,    0,1,50,  0,7,3,0,    0, 1,41,  0,7,3,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,138000,141000,     0,24,99,10,40
22181,1988,1.06000000000000005e+00,70,1,2,1,0,2,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22182,1988,1.06000000000000005e+00,77,1,2,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22183,1988,1.06000000000000005e+00,64,1,2,2,8,4,1, 1,50,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,1,70,  0,6,2,0,    0, 1,50,  0,3,3,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,     0,     0,21,-1,10, 0
22184,1988,1.06000000000000005e+00,40,1,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,6,2,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22185,1988,1.06000000000000005e+00,71,1,2,1,0,0,1, 1,22,  0,3, 1,22,  0,3,1,22,  0,3,3,0,    0,0, 0,  0, ,0,0,    0, 1,22,  0,8,3,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22186,1988,1.06000000000000005e+00,77,1,2,1,0,1,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22187,1988,1.06000000000000005e+00,73,1,2,1,0,3,1, 1,34,  0,2, 1,34,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,5,2,0,    0, 5, 0,  0,5,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22188,1988,5.30000000000000027e-01,51,1,2,1,0,1,6, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,41,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22189,1988,5.30000000000000027e-01,36,1,1,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22190,1988,1.59000000000000008e+00,32,1,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22191,1988,1.59000000000000008e+00,41,1,2,1,0,1,1, 1,41,  0,3, 1,41,  0,3,1,41,  0,7,3,0,    0,1,41,  0,6,3,0,    0, 1,41,  0,0,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22192,1988,1.06000000000000005e+00,23,1,2,1,0,0,2, 1,60, 52,1, 1,60, 64,1,4, 0,  0,0,3,0,    0,1,60, 52,6,1,0,    0, 1,60, 52,7,1,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,160052,     0,     0,16,-1,30, 0
22193,1988,5.30000000000000027e-01,24,1,1,1,0,1,0, 1,28,  0,3, 1,28,  0,3,0, 0,  0, ,0,0,    0,1,28,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22194,1988,1.06000000000000005e+00,63,1,2,1,1,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,7,3,0,    0, 3, 0,  0,3,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,300000,999999,999999,99,99,99,99
22195,1988,1.06000000000000005e+00,52,1,2,1,0,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0, 3, 0,  0,7,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22196,1988,1.06000000000000005e+00,52,1,2,1,0,4,3, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22197,1988,1.06000000000000005e+00,60,1,2,1,8,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0, 3, 0,  0,3,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22198,1988,1.06000000000000005e+00,32,1,2,1,0,2,1, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,2,3,0,    0,3, 0,  0,2,3,0,    0, 3, 0,  0,2,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,300000,999999,999999,99,99,99,99
22199,1988,1.06000000000000005e+00,19,1,1,1,0,1,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22200,1988,1.06000000000000005e+00,45,1,2,1,0,1,4, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,5,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22201,1988,1.06000000000000005e+00,53,1,1,1,8,4,5, 2, 0,  0,2, 1,40,  0,2,1,40,  0,7,2,0,    0,1,40,  0,7,2,0,    0, 1,30,  0,3,2,1,20,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22202,1988,5.30000000000000027e-01,71,1,2,1,8,4,4, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22203,1988,1.06000000000000005e+00,42,1,1,1,0,1,2, 2, 0,  0,2, 2, 0,  0,2,1,38,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 1,22,  0,5,3,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22204,1988,1.06000000000000005e+00,62,1,2,1,0,0,0, 1,14,  0,1, 1,14,  0,1,1,14,  0,1,1,0,    0,1,14,  0,4,1,0,    0, 1,14,  0,1,1,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22205,1988,5.30000000000000027e-01,40,1,1,1,0, ,1, 4, 0,  0,3, 1,10,  0,1,4, 0,  0,1,3,0,    0,1,18,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22206,1988,1.06000000000000005e+00,51,1,2,1,0,1,1, 1,50,  0,3, 1,50,  0,3,1,50,  0,0,3,0,    0,1,50,  0,6,3,0,    0, 1,50,  0,0,3,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22207,1988,5.30000000000000027e-01,66,1,2,1,0,4,4, 2, 0,  0,2, 2, 0,  0,2,1,30,  0,0,2,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22208,1988,5.30000000000000027e-01,73,1,2,1,8, ,0, 4, 0,  0,3, 1,38,  0,2,1,38,  0,7,2,0,    0,1,34,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,400000,     0,     0,99,-1,99, 0
22209,1988,5.30000000000000027e-01,27,1,2,1,0,1,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22210,1988,5.30000000000000027e-01,25,1,1,1,0,0,0, 1,22,  0,3, 1,22,  0,3,1,18,  0,2,1,0,    0,1,22,  0,2,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22211,1988,5.30000000000000027e-01,58,2,2,1,0,0,3, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22212,1988,5.30000000000000027e-01,56,2,2,1,0,0,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,1,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22213,1988,5.30000000000000027e-01,28,2,2,1,0,0,2, 1,18,  0,1, 1,60, 68,1,1,60, 68,7,1,0,    0,1,18,  0,7,1,0,    0, 1,18,  0,2,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,128000,     0,     0,23,-1,50, 0
22214,1988,1.06000000000000005e+00,44,3,1,1,0,0,3, 4, 0,  0,3, 1,48,  0,3,2, 0,  0,0,2,0,    0,1,42,  0,2,1,0,    0, 1,35,  0,7,2,1,31,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22215,1988,1.06000000000000005e+00,43,1,2,1,0,0,2, 1,60, 40,3, 1,60, 40,3,1,60, 40,7,3,0,    0,1,60, 40,7,3,0,    0, 1,60, 40,0,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22216,1988,1.06000000000000005e+00,44,1,2,1,0,1,4, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22217,1988,1.06000000000000005e+00,38,1,1,1,0,0,2, 1,38,  0,2, 1,38,  0,2,1,38,  0,0,2,0,    0,1,38,  0,7,2,0,    0, 1,38,  0,3,2,1,38,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22218,1988,1.06000000000000005e+00,37,1,1,1,0,2,2, 1,35,  0,2, 1,30,  0,2,1,30,  0,0,2,0,    0,2, 0,  0,3,2,0,    0, 1,35,  0,5,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22219,1988,1.06000000000000005e+00,28,1,2,1,0,2,1, 1,60, 42,1, 1,50,  0,3,1,38,  0,0,2,0,    0,1,50,  0,4,3,0,    0, 1,60, 42,4,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,160042,     0,     0,21,-1,10, 0
22220,1988,5.30000000000000027e-01,63,1,2,1,0,2,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22221,1988,1.06000000000000005e+00,57,1,1,1,8,4,6, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,1,32,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22222,1988,5.30000000000000027e-01,66,1,2,1,0,2,4, 1,22,  0,3, 1,22,  0,3,1,22,  0,4,3,0,    0,1,22,  0,4,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22223,1988,1.06000000000000005e+00,45,1,2,1,0,0,2, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,2,3,0,    0, 1,22,  0,2,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22224,1988,5.30000000000000027e-01,35,1,2,1,0,1,2, 1,35,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22225,1988,5.30000000000000027e-01,54,1,2,1,0,4,5, 2, 0,  0,2, 1,32,  0,1,1,31,  0,6,2,0,    0,1,32,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,200000,111000,     0,20,20,10,10
22226,1988,1.06000000000000005e+00,38,2,1,1,0,0,3, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,60, 33,0,1,0,    0, 1,22,  0,2,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22227,1988,1.06000000000000005e+00,33,2,2,1,0,1,2, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,1,11,  0,3,2,0,    0, 1,11,  0,0,2,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22228,1988,1.06000000000000005e+00,38,1,2,1,0,0,1, 1,50,  0,3, 1,50,  0,3,1,18,  0,7,1,0,    0,1,50,  0,7,3,0,    0, 1,50,  0,7,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22229,1988,1.06000000000000005e+00,25,2,1,1,0,0,1, 1,14,  0,1, 1,14,  0,1,1,14,  0,4,1,0,    0,1,14,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22230,1988,5.30000000000000027e-01,34,1,2,1,0,0,1, 1,14,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22231,1988,1.06000000000000005e+00,55,1,2,1,0,0,1, 1,22,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,4,1,0,    0, 1,22,  0,5,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22232,1988,1.06000000000000005e+00,38,1,1,1,0,0,1, 1,23,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,9,1,0,    0, 4, 0,  0,9,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,128000,     0,     0,16,-1,30, 0
22233,1988,1.06000000000000005e+00,49,1,2,1,3, ,4, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,7,1,0,    0, 1,14,  0,7,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22234,1988,1.06000000000000005e+00,53,2,1,1,0,0,2, 1,60, 68,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,7,1,0,    0, 1,60, 68,7,1,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,300000,160068,     0,20,50,76,77
22235,1988,1.06000000000000005e+00,19,2,1,1,0,0,0, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,1,10,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22236,1988,1.06000000000000005e+00,35,2,1,1,0,0,1, 1,60, 68,1, 1,60, 68,1,1,11,  0,4,2,0,    0,0, 0,  0, ,0,0,    0, 1,60, 68,8,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,128000,118000,160068,18,20,40,30
22237,1988,1.06000000000000005e+00,28,2,2,1,0, ,1, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,1,15,  0,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22238,1988,5.30000000000000027e-01,47,2,2,1,0,0,3, 4, 0,  0,3, 1,18,  0,1,1,18,  0,0,1,0,    0,1,18,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160058,     0,     0,12,-1,30, 0
22239,1988,5.30000000000000027e-01,52,2,2,1,0,0,2, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,1,18,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22240,1988,5.30000000000000027e-01,54,2,2,1,0,0,6, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22241,1988,5.30000000000000027e-01,24,2,2,1,0,2,1, 5, 0,  0,9, 5, 0,  0,9,0, 0,  0, ,0,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22242,1988,1.06000000000000005e+00,31,2,2,1,0, ,2, 1,11,  0,2, 1,60, 37,1,1,60, 37,4,1,0,    0,1,11,  0,5,2,0,    0, 1,60, 37,5,1,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,111000,     0,     0,10,-1,40, 0
22243,1988,1.59000000000000008e+00,55,2,2,1,0,0,5, 1,60, 68,1, 1,60, 68,1,1,60, 68,8,1,0,    0,1,60, 68,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22244,1988,1.06000000000000005e+00,53,2,1,1,0,0,4, 1,18,  0,1, 1,18,  0,1,1,18,  0,9,1,0,    0,1,18,  0,5,1,0,    0, 1,18,  0,0,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22245,1988,5.30000000000000027e-01,22,2,2,1,0,0,2, 1,60, 78,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160078,     0,     0, 6,-1,76, 0
22246,1988,5.30000000000000027e-01,40,1,2,1,0,2,1, 1,70,  0,2, 1,50,  0,3,1,50,  0,7,3,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,118000,170000,     0,31,33,24,77
22247,1988,5.30000000000000027e-01,62,1,2,1,0,0,2, 1,60, 68,1, 1,60, 68,1,1,60, 68,8,1,0,    0,1,60, 68,8,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22248,1988,1.06000000000000005e+00,22,1,2,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160045,200000,     0,14,99,30,99
22249,1988,1.06000000000000005e+00,28,1,1,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22250,1988,1.06000000000000005e+00,43,2,1,1,0,0,1, 1,14,  0,1, 2, 0,  0,2,1,14,  0,6,1,0,    0,1,14,  0,7,1,0,    0, 4, 0,  0,3,3,1,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
22251,1988,1.59000000000000008e+00,19,2,1,1,0,0,0, 1,14,  0,1, 1,14,  0,1,1,14,  0,7,1,0,    0,1,14,  0,4,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22252,1988,1.06000000000000005e+00,67,1,2,1,8,4,2, 1,42,  0,1, 1,38,  0,2,1,38,  0,1,2,0,    0,2, 0,  0,3,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,138000,     0,     0,35,-1,40, 0
22253,1988,5.30000000000000027e-01,66,1,2,1,8,4,6, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22254,1988,1.06000000000000005e+00,43,1,2,1,0, ,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,7,2,0,    0, 5, 0,  0,1,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22255,1988,2.66000000000000014e+00,47,1,2,1,2,2,4, 1,70,  0,2, 1,41,  0,3,0, 0,  0, ,0,0,    0,1,41,  0,7,3,0,    0, 5, 0,  0,8,9,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,170000,     0,     0,35,-1,77, 0
22256,1988,1.06000000000000005e+00,67,1,1,1,1,2,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,9,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
22257,1988,1.06000000000000005e+00,41,1,2,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,1,60, 33,2,1,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
