CASEID,YEAR,COMPWT,AGE,RACE,SEX,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,SWITCH1,SWITCH2,SWITCH3,SWITAGE1,SWITAGE2,SWITWHY1,SWITWHY2
21876,1988,1.06000000000000005e+00,56,1,2,1,1,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,4,3,0,    0,3, 0,  0,4,3,0,    0, 3, 0,  0,1,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,300000,999999,999999,99,99,99,99
21877,1988,1.06000000000000005e+00,40,1,2,1,0,2,3, 1,70,  0,2, 1,28,  0,3,1,28,  0,7,3,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21878,1988,5.30000000000000027e-01,72,1,2,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21879,1988,1.06000000000000005e+00,29,1,2,1,0,0,0, 1,70,  0,2, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0, 2, 0,  0,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160024,     0,     0,99,-1,76, 0
21880,1988,1.06000000000000005e+00,25,1,1,1,0,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21881,1988,5.30000000000000027e-01,48,1,2,1,0, ,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21882,1988,1.06000000000000005e+00,27,1,2,1,0,1,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 2, 0,  0,0,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21883,1988,5.30000000000000027e-01,27,2,2,1,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160999,200000,     0,16,99,50,99
21884,1988,5.30000000000000027e-01,24,1,1,1,0, ,0, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,3,3,0,    0,3, 0,  0,3,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21885,1988,5.30000000000000027e-01,50,2,1,2,8,4,6, 4, 0,  0,3, 1,60, 68,1,0, 0,  0, ,0,0,    0,1,60, 68,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21886,1988,1.06000000000000005e+00,31,2,2,1,8,4,3, 1,15,  0,1, 1,15,  0,1,1,15,  0,7,1,0,    0,1,15,  0,7,1,0,    0, 1,15,  0,7,1,1,15,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21887,1988,1.06000000000000005e+00,24,2,1,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,2, 0,  0,4,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21888,1988,2.12999999999999989e+00,27,2,2,1,0,0,1, 1,60, 77,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,60, 77,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21889,1988,5.30000000000000027e-01,41,1,2,1,8,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21890,1988,5.30000000000000027e-01,19,1,2,1,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160068,200000,     0,10,99,20,99
21891,1988,5.30000000000000027e-01,70,2,2,1,0,0,2, 1,60, 12,1, 1,60, 12,1,1,60, 12,8,1,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21892,1988,1.06000000000000005e+00,30,1,2,1,0,1,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21893,1988,1.06000000000000005e+00,31,1,1,1,8,4,0, 5, 0,  0,9, 5, 0,  0,9,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21894,1988,1.06000000000000005e+00,24,1,2,2,8, ,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21895,1988,5.30000000000000027e-01,77,3,2,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21896,1988,1.06000000000000005e+00,24,1,2,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21897,1988,1.59000000000000008e+00,39,3,2,2,8,4,1, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 4, 0,  0,0,3,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21898,1988,5.30000000000000027e-01,78,1,2,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,4,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21899,1988,1.06000000000000005e+00,22,1,1,1,0,0,0, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21900,1988,5.30000000000000027e-01,81,1,1,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21901,1988,5.30000000000000027e-01,78,1,2,1,0,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21902,1988,1.06000000000000005e+00,68,1,2,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,5,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21903,1988,1.06000000000000005e+00,37,1,2,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,7,2,0,    0, 4, 0,  0,0,3,4, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21904,1988,1.06000000000000005e+00,99,1,2,1,8,4,2, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0,6,3,0,    0,3, 0,  0,3,3,0,    0, 3, 0,  0,3,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21905,1988,5.30000000000000027e-01,29,1,1,1,0, ,0, 4, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,3, 0,  0,1,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21906,1988,5.30000000000000027e-01,28,1,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21907,1988,5.30000000000000027e-01,32,2,2,1,0,0,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,4,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21908,1988,5.30000000000000027e-01,35,1,1,2,8,4,0, 4, 0,  0,3, 5, 0,  0,9,5, 0,  0,1,9,0,    0,5, 0,  0,1,9,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21909,1988,1.59000000000000008e+00,31,2,2,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21910,1988,5.30000000000000027e-01,38,1,1,2,9,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21911,1988,1.06000000000000005e+00,36,1,1,1,0,4,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21912,1988,5.30000000000000027e-01,72,1,1,1,0,0,1, 1,50,  0,3, 1,50,  0,3,1,50,  0,3,3,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21913,1988,1.59000000000000008e+00,58,1,2,1,0,2,2, 1,35,  0,2, 1,34,  0,2,2, 0,  0,2,2,0,    0,1,34,  0,3,2,0,    0, 5, 0,  0,7,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21914,1988,1.06000000000000005e+00,55,1,2,2,8,4,3, 1,30,  0,2, 1,30,  0,2,1,30,  0,2,2,0,    0,1,30,  0,2,2,0,    0, 1,30,  0,2,2,1,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21915,1988,5.30000000000000027e-01,60,1,1,1,0,0,4, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21916,1988,1.06000000000000005e+00,42,1,2,1,0,2,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,4,2,0,    0, 2, 0,  0,3,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21917,1988,1.06000000000000005e+00,34,3,2,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21918,1988,1.06000000000000005e+00,64,1,2,2,8,4,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21919,1988,1.59000000000000008e+00,25,1,1,1,0,2,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21920,1988,1.06000000000000005e+00,43,1,1,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21921,1988,1.06000000000000005e+00,37,1,2,2,8,4,3, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,5,9,0,    0,5, 0,  0,8,9,0,    0, 5, 0,  0,7,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21922,1988,1.06000000000000005e+00,37,1,1,1,0,4,2, 1,41,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 1,41,  0,5,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,160999,     0,     0,34,-1,10, 0
21923,1988,1.06000000000000005e+00,31,1,1,1,0,4,2, 1,41,  0,3, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 1,41,  0,5,3,1,41,   0,   0,   0,   0,   0,   0,   0,   0,   0,170000,     0,     0,30,-1,10, 0
21924,1988,1.06000000000000005e+00,74,1,2,1,8,4,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,7,2,0,    0, 1,40,  0,3,2,1,40,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21925,1988,1.06000000000000005e+00,43,1,1,2,8,4,4, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,7,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21926,1988,1.06000000000000005e+00,64,1,1,1,0,4,2, 1,31,  0,2, 1,31,  0,2,1,31,  0,7,2,0,    0,1,31,  0,7,2,0,    0, 1,31,  0,7,2,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21927,1988,1.59000000000000008e+00,22,1,1,2,8,4,0, 1,42,  0,1, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,148000,     0,     0,16,-1,20, 0
21928,1988,1.06000000000000005e+00,26,1,2,2,0,4,2, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,4,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21929,1988,5.30000000000000027e-01,89,1,1,1,0,4,3, 1,60, 64,1, 1,60, 64,1,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21930,1988,1.06000000000000005e+00,33,1,2,1,0, ,3, 1,22,  0,3, 1,60, 33,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0, 1,22,  0,0,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,122000,     0,     0,18,-1,50, 0
21931,1988,1.06000000000000005e+00,37,1,1,2,8,4,4, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,5,2,0,    0, 2, 0,  0,5,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21932,1988,5.30000000000000027e-01,37,1,2,1,0,0,0, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,1,50,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21933,1988,1.06000000000000005e+00,21,2,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,1,99,999,1,9,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21934,1988,5.30000000000000027e-01,41,1,1,1,1,4,0, 4, 0,  0,3, 2, 0,  0,2,4, 0,  0,2,3,0,    0,2, 0,  0,2,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21935,1988,1.06000000000000005e+00,78,1,2,2,8,4,1, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,8,9,0,    0,5, 0,  0,8,9,0,    0, 5, 0,  0,5,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21936,1988,5.30000000000000027e-01,30,1,1,2,8,4,0, 2, 0,  0,2, 4, 0,  0,3,4, 0,  0,0,3,0,    0,2, 0,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21937,1988,5.30000000000000027e-01,38,2,1,1,0,0,3, 1,60, 78,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160078,     0,     0,28,-1,50, 0
21938,1988,1.06000000000000005e+00,22,2,2,1,0,0,0, 1,60, 14,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,5,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160014,     0,     0,99,-1,50, 0
21939,1988,1.06000000000000005e+00,47,2,1,1,0,0,1, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,1,18,  0,2,1,0,    0, 1,18,  0,2,1,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21940,1988,1.06000000000000005e+00,38,1,1,2,8,4,2, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,8,9,0,    0,5, 0,  0,7,9,0,    0, 5, 0,  0,7,9,5, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21941,1988,1.06000000000000005e+00,53,1,1,2,8,4,0, 1,70,  0,2, 1,70,  0,2,1,70,  0,2,2,0,    0,1,70,  0,2,2,0,    0, 1,70,  0,5,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21942,1988,1.06000000000000005e+00,40,1,1,1,0,0,3, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21943,1988,1.06000000000000005e+00,39,1,2,1,0,2,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 1,70,  0,2,2,1,18,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21944,1988,1.59000000000000008e+00,25,1,1,1,0,1,0, 2, 0,  0,2, 2, 0,  0,2,1,42,  0,0,1,0,    0,2, 0,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21945,1988,1.06000000000000005e+00,29,1,2,1,0,3,0, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0, 4, 0,  0,0,3,1,50,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21946,1988,1.06000000000000005e+00,77,1,2,1,0, ,0, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,5,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21947,1988,1.06000000000000005e+00,25,1,1,1,0,0,0, 1,70,  0,2, 1,32,  0,1,1,70,  0,7,2,0,    0,1,32,  0,7,1,0,    0, 1,70,  0,4,2,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21948,1988,1.06000000000000005e+00,33,1,2,1,0,0,0, 1,28,  0,3, 1,28,  0,3,1,23,  0,7,1,0,    0,1,28,  0,7,3,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21949,1988,1.06000000000000005e+00,26,1,2,1,8,4,0, 1,70,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,170000,     0,     0,23,-1,50, 0
21950,1988,1.06000000000000005e+00,28,1,2,1,0,0,0, 1,38,  0,2, 1,38,  0,2,1,38,  0,0,2,0,    0,1,38,  0,3,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21951,1988,1.59000000000000008e+00,43,1,2,1,0,0,6, 1,14,  0,1, 1,14,  0,1,1,14,  0,0,1,0,    0,1,14,  0,4,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21952,1988,2.66000000000000014e+00,30,1,1,1,0, ,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,5,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21953,1988,1.06000000000000005e+00,40,1,2,1,0,2,4, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,3,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21954,1988,1.59000000000000008e+00,68,1,2,1,0,0,4, 1,48,  0,3, 1,48,  0,3,1,48,  0,2,3,0,    0,1,48,  0,7,3,0,    0, 1,22,  0,3,3,1,22,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21955,1988,1.06000000000000005e+00,66,1,1,2,8,4,1, 1,50,  0,3, 1,50,  0,3,1,50,  0,2,3,0,    0,1,50,  0,2,3,0,    0, 1,60, 40,2,3,1,60,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21956,1988,1.06000000000000005e+00,35,1,2,1,0,0,2, 3, 0,  0,3, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,2,2,0,    0, 3, 0,  0,0,3,3, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,300000,     0,     0,32,-1,50, 0
21957,1988,5.30000000000000027e-01,41,2,2,1,0,0,2, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,2, 0,  0,6,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21958,1988,5.30000000000000027e-01,47,2,2,1,0,0,1, 1,60, 35,1, 1,14,  0,1,1,14,  0,3,1,0,    0,1,14,  0,6,1,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,160035,     0,     0,21,-1,30, 0
21959,1988,1.06000000000000005e+00,25,2,2,1,0,0,0, 1,70,  0,2, 1,70,  0,2,1,70,  0,6,2,0,    0,1,70,  0,7,2,0,    0, 1,70,  0,7,2,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21960,1988,2.12999999999999989e+00,45,1,2,2,8,4,5, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,4,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21961,1988,1.59000000000000008e+00,29,2,1,1,0,0,1, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0, 2, 0,  0,5,2,1,70,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21962,1988,1.59000000000000008e+00,21,1,1,1,0,0,0, 1,70,  0,2, 1,70,  0,2,1,15,  0,6,1,0,    0,1,70,  0,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,999999,999999,999999,99,99,99,99
21963,1988,5.30000000000000027e-01,30,3,1,2,8,4,0, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,1,9,0,    0,5, 0,  0,8,9,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21964,1988,1.06000000000000005e+00,20,1,2,1,0,2,0, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,7,2,0,    0, 1,60, 31,2,2,2, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,     0,     0,     0,-1,-1, 0, 0
21965,1988,5.30000000000000027e-01,81,1,2,1,1,4,2, 1,38,  0,2, 1,60, 71,2,1,60, 71,7,2,0,    0,1,60, 71,7,2,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,128000,170000,     0,26,27,76,71
