CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,ATTENDPA,ATTENDMA,EDUC,PAEDUC,MAEDUC,SEI,INCOME,RINCOME,PASEI,MASEI,INTRHOME,WWWHR
42295,2002,1.12000000000000011e+00,2,43,1, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,14,11,73.2,12,12,86.5,-1.0,0,  0
42296,2002,1.12000000000000011e+00,1,52,1, 1,22,  0,3, 1,60, 35,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,10,12,82.7,12,12,62.2,-1.0,0,  5
42297,2002,1.12000000000000011e+00,1,81,1, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 8, 8,64.1,12, 0,26.5,-1.0,0, -1
42298,2002,1.12000000000000011e+00,2,30,1, 1,18,  0,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,14,12,33.1,10,10,43.7,29.3,0, -1
42299,2002,1.12000000000000011e+00,1,61,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,98, 0,29.8,10,10,28.4,17.1,0, -1
42300,2002,5.60000000000000053e-01,2,59,1, 1,12,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 3, 6,63.5,12,12,35.4,36.7,0,  1
42301,2002,1.12000000000000011e+00,1,40,1, 4, 0,  0,3, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12, 8,45.2,12,11,28.6,-1.0,0, 15
42302,2002,1.12000000000000011e+00,1,55,1, 1,60, 12,1, 1,60, 65,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14, 6,10,28.4,10, 6,37.3,26.4,0, -1
42303,2002,1.12000000000000011e+00,2,31,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,98,12,67.0,12,12,37.0,33.1,0,  5
42304,2002,5.60000000000000053e-01,1,79,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 8, 8,63.5,12, 0,37.3,-1.0,0, -1
42305,2002,5.60000000000000053e-01,2,28,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,10,97,97,27.5, 9, 0,-1.0,-1.0,0, -1
42306,2002,1.12000000000000011e+00,1,72,1, 1,14,  0,1, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20, 3,13,81.9,12, 0,37.3,-1.0,0,999
42307,2002,1.12000000000000011e+00,1,41,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,12,48.9,12,12,48.9,73.6,0,  1
42308,2002,2.22999999999999998e+00,2,25,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,12, 8,-1.0,12, 0,51.9,-1.0,0, 15
42309,2002,5.60000000000000053e-01,2,65,1, 1,60, 35,1, 1,60, 12,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,98,98,-1.0, 7, 0,37.3,-1.0,0,  2
42310,2002,1.12000000000000011e+00,2,65,1,99,99,999,9,99,99,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20, 6,13,64.2,11, 9,81.0,-1.0,0,  1
42311,2002,1.66999999999999993e+00,2,36,2, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,14,84.7,12,98,84.7,63.5,0,  8
42312,2002,1.12000000000000011e+00,2,71,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,99,99,-1.0,98, 0,-1.0,-1.0,0,  4
42313,2002,5.60000000000000053e-01,2,76,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17, 8, 8,78.5,12, 0,50.7,-1.0,0, -1
42314,2002,1.12000000000000011e+00,1,80,1, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,12,63.5,13, 0,76.4,-1.0,0, -1
42315,2002,5.60000000000000053e-01,1,45,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,11,12,31.5,12,12,31.5,25.8,0, -1
42316,2002,1.66999999999999993e+00,1,24,1, 4, 0,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,14,34.8,12,10,-1.0,51.9,0,  7
42317,2002,1.66999999999999993e+00,1,49,2,11, 0,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,11, 6,53.9,12, 0,48.5,-1.0,0, 10
42318,2002,5.60000000000000053e-01,2,51,2,11, 0,  0,1,11, 0,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,10,12,63.5,12,12,49.9,29.0,0, -1
42319,2002,1.12000000000000011e+00,2,44,1, 1,60, 45,1, 1,60, 36,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,14,12,78.5,12, 0,63.5,38.4,0,  0
42320,2002,1.12000000000000011e+00,1,26,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,14,16,35.1,12,12,83.7,38.4,0,999
42321,2002,5.60000000000000053e-01,2,47,2, 1,14,  0,1, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,14,97,80.3,12,12,32.3,-1.0,0,  1
42322,2002,1.12000000000000011e+00,1,43,1, 1,48,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,10,12,83.7,12,12,-1.0,73.8,0,  3
42323,2002,1.12000000000000011e+00,2,69,1, 1,48,  0,3, 1,28,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16, 3, 8,80.3,12, 0,31.5,46.8,0, -1
42324,2002,1.12000000000000011e+00,2,35,1, 1,42,  0,1, 1,43,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,16,13,76.4,12, 0,63.5,-1.0,0,  4
42325,2002,1.12000000000000011e+00,2,34,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,18,12,74.4,12,12,48.6,-1.0,0,  3
42326,2002,1.66999999999999993e+00,1,23,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97,98,-1.0,98, 0,-1.0,29.1,0, -1
42327,2002,1.12000000000000011e+00,2,33,1, 1,60,998,9, 1,48,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,12,12,38.0,12, 0,20.1,32.4,0, 10
42328,2002,5.60000000000000053e-01,2,21,2, 1,18,  0,1, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,10,97,11,33.1, 5, 5,-1.0,39.4,0, -1
42329,2002,5.60000000000000053e-01,2,23,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,16,64.2,11,11,50.7,-1.0,0,  0
42330,2002,5.60000000000000053e-01,1,37,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,12,12,63.2,12,12,49.6,36.9,0, 14
42331,2002,1.12000000000000011e+00,2,42,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,12,12,63.5,12,12,35.4,33.1,0, -1
42332,2002,1.66999999999999993e+00,1,21,2, 1,60, 58,1, 1,60, 58,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,29.8,12,11,-1.0,81.0,0,  0
42333,2002,1.66999999999999993e+00,2,59,1, 1,22,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,12,12,63.5,12,12,63.5,27.7,0, 12
42334,2002,1.12000000000000011e+00,1,43,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97, 8,32.9, 9, 9,-1.0,-1.0,0, -1
42335,2002,1.12000000000000011e+00,1,42,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,12,31.3,10,10,48.5,17.1,0, 11
42336,2002,1.66999999999999993e+00,2,62,1, 1,70,  0,2, 1,60, 16,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 9, 6, 6,29.3,98, 0,20.1,20.1,0, -1
42337,2002,1.12000000000000011e+00,1,35,1, 1,60, 16,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,30.8,12,11,-1.0,27.5,0, -1
42338,2002,5.60000000000000053e-01,2,42,1, 5, 0,  0,9, 5, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,12,56.5, 1, 0,-1.0,48.5,0, -1
42339,2002,1.12000000000000011e+00,1,56,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,12,31.5,12,12,28.6,-1.0,0, -1
42340,2002,5.60000000000000053e-01,2,37,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,12,59.0,12,12,48.5,73.6,0,  7
42341,2002,1.12000000000000011e+00,2,37,1,11, 0,  0,1,11, 0,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,14,31.5,12,11,-1.0,38.4,0, -1
42342,2002,1.12000000000000011e+00,2,44,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,16,12,63.5, 9, 0,38.2,17.1,0,  0
42343,2002,1.66999999999999993e+00,1,25,1, 1,60, 68,1, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14, 9,12,35.4,12, 9,35.1,26.7,0,  8
42344,2002,5.60000000000000053e-01,1,26,1, 1,60, 68,1, 1,70,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,97,10,44.7,12,12,-1.0,25.8,0,  1
42345,2002,5.60000000000000053e-01,2,25,1, 1,60, 48,9, 1,43,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,12,78.5,12,12,-1.0,63.5,0,  6
42346,2002,1.12000000000000011e+00,2,30,1, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,12,13,52.5,12,10,63.5,68.8,0,  3
42347,2002,5.60000000000000053e-01,1,28,1, 2, 0,  0,2, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16, 9,83.7,12,12,63.5,-1.0,0, 20
42348,2002,1.12000000000000011e+00,2,21,1, 4, 0,  0,3, 1,30,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,99,99,63.5,12,10,-1.0,-1.0,0,  2
42349,2002,5.60000000000000053e-01,2,24,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,97,98,34.8,12,12,-1.0,33.1,0,  2
42350,2002,1.12000000000000011e+00,2,25,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,14,12,92.3,12,11,-1.0,38.9,0, -1
42351,2002,1.12000000000000011e+00,2,24,1, 1,70,  0,2, 1,60, 36,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,15,50.5,12, 0,50.7,73.2,0,  2
42352,2002,5.60000000000000053e-01,2,31,1, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,12,12,54.7,12,12,63.5,36.5,0,  7
42353,2002,5.60000000000000053e-01,1,82,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,97, 8,73.3,12, 0,-1.0,28.4,0, -1
42354,2002,1.12000000000000011e+00,1,29,1, 1,60, 83,1, 1,60, 83,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,18,13,38.9,12,12,81.0,50.7,0,  1
42355,2002,5.60000000000000053e-01,2,27,1, 4, 0,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,12,63.5,12,12,-1.0,38.9,0,  5
42356,2002,5.60000000000000053e-01,2,25,1,11, 0,  0,1,11, 0,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,19,19,87.9,12, 0,78.5,78.5,0, 15
42357,2002,5.60000000000000053e-01,2,24,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,12,12,76.4, 8, 8,28.6,32.4,0,  1
42358,2002,1.12000000000000011e+00,2,43,1, 1,15,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,12,12,64.1,12,11,83.7,50.7,0,  0
42359,2002,5.60000000000000053e-01,1,32,2, 1,18,  0,1, 1,60, 58,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,32.7,12,12,-1.0,29.3,0, -1
42360,2002,1.12000000000000011e+00,1,39,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,28.4,12, 2,-1.0,48.5,0,999
42361,2002,5.60000000000000053e-01,2,28,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,97, 9,63.5,11, 8,-1.0,23.3,0,  1
42362,2002,1.12000000000000011e+00,1,24,2, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,12,29.2,11,11,24.6,-1.0,0, -1
42363,2002,5.60000000000000053e-01,2,21,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,14,12,29.3,11,11,-1.0,67.0,0, -1
42364,2002,5.60000000000000053e-01,2,45,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97, 8,55.1,11,11,-1.0,21.2,0, -1
42365,2002,1.12000000000000011e+00,1,24,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,14,14,29.2,12, 2,38.1,29.3,0, -1
42366,2002,5.60000000000000053e-01,1,56,2, 1,60, 35,1, 1,60, 35,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,99,99,25.3,11,11,-1.0,-1.0,0, -1
42367,2002,1.12000000000000011e+00,2,37,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97,98,43.6,12,11,-1.0,-1.0,0,  0
42368,2002,5.60000000000000053e-01,2,34,1, 1,38,  0,2, 1,38,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,16,18,62.5,11,11,65.8,78.5,0, 10
42369,2002,1.12000000000000011e+00,2,39,2,13, 0,  0,9, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,97,11,29.0,12, 0,-1.0,22.7,0, 50
42370,2002,1.12000000000000011e+00,2,20,1, 4, 0,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,16,97,-1.0,12, 0,64.1,-1.0,0,  0
42371,2002,5.60000000000000053e-01,1,25,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,19,16,16,-1.0,13, 0,73.6,78.5,0,  5
42372,2002,5.60000000000000053e-01,2,53,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,19,19,14,63.5,12,12,92.3,-1.0,0, 12
42373,2002,5.60000000000000053e-01,1,41,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,14,83.7,12,12,-1.0,38.4,0, 15
42374,2002,5.60000000000000053e-01,1,46,1, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,20,16,92.3,12,12,86.5,-1.0,0, 10
42375,2002,1.12000000000000011e+00,1,73,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,19,12,12,64.2,12,12,37.3,-1.0,0,  1
42376,2002,5.60000000000000053e-01,1,27,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,20,16,82.7,12,12,87.0,37.7,0,  5
42377,2002,1.12000000000000011e+00,2,75,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,19,12,38.4,12, 0,85.1,-1.0,0, -1
42378,2002,1.66999999999999993e+00,2,71,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13, 3, 3,21.2,10,98,36.7,22.5,0, -1
42379,2002,1.12000000000000011e+00,2,73,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11, 2, 4,27.5, 8, 0,31.4,-1.0,0, -1
42380,2002,5.60000000000000053e-01,2,25,2, 1,14,  0,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,11,16,71.6,12,12,35.1,78.5,0, 10
42381,2002,1.66999999999999993e+00,2,56,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,12,12,29.3, 9, 9,31.4,29.3,0, -1
42382,2002,1.12000000000000011e+00,2,50,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,16,16,76.3,12,12,38.0,38.4,0,  6
42383,2002,5.60000000000000053e-01,2,45,1, 1,60, 33,1, 1,33,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,13, 9,48.8,12,12,33.2,32.4,0,  5
42384,2002,2.22999999999999998e+00,2,54,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 9,12,31.4,13, 0,63.5,73.2,0,  0
42385,2002,5.60000000000000053e-01,1,47,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,98,12,50.7,10,10,29.8,26.4,0, -1
42386,2002,1.66999999999999993e+00,2,22,1, 1,18,  0,1, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,12,12,38.4,13, 5,37.6,-1.0,0,  2
42387,2002,1.12000000000000011e+00,2,36,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 6,12,63.5,12,10,50.7,50.7,0,  1
42388,2002,5.60000000000000053e-01,2,26,2, 1,60, 69,1, 1,60, 69,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,12,29.3, 5, 2,-1.0,48.5,0,999
42389,2002,1.12000000000000011e+00,1,29,2, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,14,-1.0,12,12,-1.0,43.7,0,  2
42390,2002,1.12000000000000011e+00,1,63,2, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 7,98,12,38.1,11, 0,35.1,29.3,0, -1
42391,2002,1.12000000000000011e+00,1,39,2, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,17,27.5,11, 9,-1.0,45.7,0, 40
42392,2002,1.12000000000000011e+00,2,38,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,12,41.6,11,10,28.6,-1.0,0,  1
42393,2002,1.12000000000000011e+00,2,32,2, 1,60, 68,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,97, 8,50.7,12,10,-1.0,17.1,0,  1
42394,2002,1.12000000000000011e+00,1,21,1, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,99,12,-1.0,12,12,38.3,38.4,0,  0
42395,2002,1.66999999999999993e+00,2,42,2, 1,60, 68,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14, 9, 9,38.9, 8, 0,-1.0,-1.0,0,999
42396,2002,5.60000000000000053e-01,2,47,2, 1,70,  0,2, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17, 3,11,85.1,12,12,34.2,-1.0,0, 30
42397,2002,5.60000000000000053e-01,2,86,1, 1,60, 68,1, 1,99,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,98,63.5, 9, 0,-1.0,29.2,0, -1
42398,2002,5.60000000000000053e-01,2,33,2,11, 0,  0,1, 1,60, 68,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,15,13,85.1,11,11,48.5,-1.0,0,  7
