CASEID,YEAR,COMPWT,SEX,AGE,RACE,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,ATTENDPA,ATTENDMA,EDUC,PAEDUC,MAEDUC,SEI,INCOME,RINCOME,PASEI,MASEI,INTRHOME,WWWHR
35565,1998,5.50000000000000044e-01,2,39,2,13, 0,  0,9, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13, 6, 7,38.0, 7, 0,27.7,27.7,0, -1
35566,1998,5.50000000000000044e-01,2,41,2, 1,13,  0,1, 1,13,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,98,98,11,97,98,-1.0,12, 0,-1.0,26.6,0, -1
35567,1998,1.10000000000000009e+00,1,32,2, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0, 5, 7,12,98, 8,28.6,11,10,63.5,60.6,0, -1
35568,1998,1.64999999999999991e+00,1,65,2, 4, 0,  0,3, 1,15,  0,1,0, 0,  0, ,0,9,    0,0, 0,  0, ,0,9,    0, 0, 0,  0, ,0,0, 0,98,98,12, 8,98,60.6,12, 0,37.3,37.3,0, -1
35569,1998,1.10000000000000009e+00,2,58,2, 1,20,  0,2, 1,21,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97, 3,50.7, 9, 9,-1.0,-1.0,0, -1
35570,1998,1.10000000000000009e+00,1,22,2, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,8,    0, 0, 0,  0, ,0,0, 0,98, 3,15,97,14,43.5,11,11,-1.0,-1.0,0, -1
35571,1998,1.10000000000000009e+00,2,46,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12, 4,10,29.4,12, 0,63.2,-1.0,0, -1
35572,1998,5.50000000000000044e-01,2,39,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,14,48.5, 3, 0,-1.0,69.2,0, -1
35573,1998,1.10000000000000009e+00,1,40,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,14,34.2,99, 7,-1.0,27.5,0, -1
35574,1998,5.50000000000000044e-01,2,28,2,11, 0,  0,9, 1,22,  0,3,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,60058, 0, 0,  0, ,0,0, 0,98,98,13,12,16,33.1, 9, 9,34.2,68.1,0, -1
35575,1998,5.50000000000000044e-01,2,34,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,98,11,50.7,10,10,-1.0,33.1,0, -1
35576,1998,5.50000000000000044e-01,1,45,2, 1,34,  0,2, 1,28,  0,3,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,6,38000, 0, 0,  0, ,0,0, 0,99,99,14,97,97,28.4, 6, 6,-1.0,-1.0,0, -1
35577,1998,1.10000000000000009e+00,2,41,2, 2, 0,  0,2, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97,12,37.7,11, 0,-1.0,73.2,0, -1
35578,1998,1.64999999999999991e+00,2,55,2, 1,60,138,9, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0, 8, 8,14, 9,16,38.4,12,12,46.3,76.4,0, -1
35579,1998,1.10000000000000009e+00,1,48,2, 1,18,  0,1, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,12,12,92.3,12,12,38.1,50.7,0, -1
35580,1998,1.10000000000000009e+00,2,53,2, 1,60, 77,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,10, 4,15,97, 9,68.1,12,12,-1.0,22.5,0, -1
35581,1998,5.50000000000000044e-01,2,44,2, 4, 0,  0,3, 1,15,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 0, 7,12,44.3, 7,99,28.6,29.2,0, -1
35582,1998,5.50000000000000044e-01,2,79,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11, 4, 9,17.1, 7,99,26.5,-1.0,0, -1
35583,1998,1.10000000000000009e+00,2,39,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,9,    0,0, 0,  0, ,0,9,    0, 0, 0,  0, ,0,0, 0,99,99,12, 4, 2,33.1,12,10,37.3,-1.0,0, -1
35584,1998,5.50000000000000044e-01,2,44,1, 1,28,  0,3, 1,28,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,12,39.0,11,11,50.7,32.4,0, -1
35585,1998,5.50000000000000044e-01,2,41,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 8, 8,12,12,12,26.7, 4,99,34.2,22.7,0, -1
35586,1998,1.10000000000000009e+00,2,65,2,99,99,999,9,99,99,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,98,25.2, 9, 0,-1.0,26.4,0, -1
35587,1998,5.50000000000000044e-01,2,25,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,14,26.4, 4, 0,32.3,50.7,0, -1
35588,1998,1.10000000000000009e+00,2,60,1, 1,60,  3,2, 1,48,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,14, 8,36.5,12, 0,78.0,38.9,0, -1
35589,1998,1.64999999999999991e+00,1,71,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 6, 6,12, 8, 8,33.1,11, 2,29.2,-1.0,0, -1
35590,1998,1.10000000000000009e+00,1,38,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20, 8, 8,84.2,12,12,38.2,-1.0,0, -1
35591,1998,1.10000000000000009e+00,1,52,1, 1,31,  0,2, 1,31,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,16,65.8,12,12,63.5,71.6,0, -1
35592,1998,1.10000000000000009e+00,2,77,1, 1,32,  0,1, 1,32,  0,1,0, 0,  0, ,0,1,99999,0, 0,  0, ,0,1,99999, 0, 0,  0, ,0,0, 0, 3, 4,12, 6, 8,38.4,12, 0,50.7,-1.0,0, -1
35593,1998,1.10000000000000009e+00,2,67,1, 1,22,  0,3, 1,50,  0,3,0, 0,  0, ,0,1,99999,0, 0,  0, ,0,1,28000, 0, 0,  0, ,0,0, 0, 4, 3,17,19,12,76.4,98, 0,92.3,-1.0,0, -1
35594,1998,1.10000000000000009e+00,2,53,3, 1,60, 81,3, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,60081, 0, 0,  0, ,0,0, 0, 6,98,18,12, 7,80.3,12,12,87.9,-1.0,0, -1
35595,1998,1.10000000000000009e+00,1,37,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,16,12,83.9,12,12,65.2,-1.0,0, -1
35596,1998,5.50000000000000044e-01,2,71,1,98, 0,  0,9, 4, 0,  0,3,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,8,    0, 0, 0,  0, ,0,0, 0,98,98,16,14,12,63.5,98,98,50.7,-1.0,0, -1
35597,1998,1.10000000000000009e+00,2,47,1, 1,60, 47,1, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,20,97,14,87.5,13,13,-1.0,38.4,0, -1
35598,1998,5.50000000000000044e-01,1,46,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 8, 0, 0,27.5, 9, 6,33.1,38.9,0, -1
35599,1998,1.10000000000000009e+00,2,37,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 4, 7,14,15,13,46.8,12,11,87.9,-1.0,0, -1
35600,1998,1.10000000000000009e+00,2,49,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,18,16,73.2,12,12,80.3,-1.0,0, -1
35601,1998,5.50000000000000044e-01,2,52,1, 3, 0,  0,3, 1,22,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,13,14,63.5,12,12,46.7,73.2,0, -1
35602,1998,5.50000000000000044e-01,1,27,3, 1,38,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,13,12,82.7,12,12,80.3,78.5,0, -1
35603,1998,1.10000000000000009e+00,1,28,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97, 9,38.9,10, 0,-1.0,36.5,0, -1
35604,1998,1.10000000000000009e+00,2,28,1, 1,70,  0,2, 1,99,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,13,73.2,12,12,50.7,-1.0,0, -1
35605,1998,1.10000000000000009e+00,2,48,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,12,97,81.0,13,13,36.5,-1.0,0, -1
35606,1998,5.50000000000000044e-01,1,51,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16, 7,12,53.7,12,12,49.6,38.0,0, -1
35607,1998,1.10000000000000009e+00,2,60,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 9, 9,16,13,12,73.2,12,12,48.5,31.4,0, -1
35608,1998,1.10000000000000009e+00,2,55,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,12,16,82.7,12,12,73.3,-1.0,0, -1
35609,1998,1.10000000000000009e+00,1,55,1, 2, 0,  0,2, 1,60, 77,1,0, 0,  0, ,0,1,60077,0, 0,  0, ,0,1,60077, 0, 0,  0, ,0,0, 0, 8, 8,15,10, 8,63.5,12,12,34.2,28.4,0, -1
35610,1998,1.10000000000000009e+00,2,33,1, 5, 0,  0,9, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 8, 8,13,10,12,39.6,12,99,50.5,-1.0,0, -1
35611,1998,1.64999999999999991e+00,1,55,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,98,14,73.3,10, 0,80.0,73.2,0, -1
35612,1998,1.64999999999999991e+00,2,46,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14, 8,12,56.6,12, 7,42.2,-1.0,0, -1
35613,1998,5.50000000000000044e-01,1,35,1, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,16,12,53.2,12,12,80.3,-1.0,0, -1
35614,1998,1.10000000000000009e+00,1,60,1, 1,34,  0,2, 1,34,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,98, 8,64.1,12,12,28.4,-1.0,0, -1
35615,1998,1.64999999999999991e+00,1,45,1,10, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,4,    0,0, 0,  0, ,0,4,    0, 0, 0,  0, ,0,0, 0, 2, 1,18,14,16,87.9,12,12,37.7,52.5,0, -1
35616,1998,1.10000000000000009e+00,2,37,1, 1,70,  0,2, 2, 0,  0,2,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 2, 8,17,16,15,63.5,12,99,65.8,38.4,0, -1
35617,1998,1.10000000000000009e+00,2,30,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 6, 8,13,13,10,63.5,12,12,44.7,26.7,0, -1
35618,1998,1.10000000000000009e+00,1,57,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 8, 8,13, 8, 8,66.1,12, 0,25.8,25.5,0, -1
35619,1998,1.10000000000000009e+00,2,34,1, 1,32,  0,1, 1,32,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,10,14,45.4,12,12,28.6,38.0,0, -1
35620,1998,1.10000000000000009e+00,1,36,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,12,48.5,12,12,63.5,-1.0,0, -1
35621,1998,1.10000000000000009e+00,2,34,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 8, 8, 8, 8, 8,38.4,12,12,50.7,29.0,0, -1
35622,1998,1.10000000000000009e+00,2,46,1, 1,41,  0,3, 1,41,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,37.5,12,11,-1.0,32.4,0, -1
35623,1998,1.64999999999999991e+00,2,44,1, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,16,16,61.9,12,12,63.5,-1.0,0, -1
35624,1998,5.50000000000000044e-01,1,44,1, 1,38,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 8, 8,12, 0,13,63.5,12,12,22.7,-1.0,0, -1
35625,1998,1.10000000000000009e+00,1,56,1, 1,30,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 4, 7,12,10,12,32.3,12,12,38.2,25.5,0, -1
35626,1998,5.50000000000000044e-01,1,47,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 7, 7,16,12,12,69.2,12,12,63.2,38.4,0, -1
35627,1998,5.50000000000000044e-01,2,62,1, 1,35,  0,2, 1,35,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,16,10,63.5,12,12,90.3,-1.0,0, -1
35628,1998,5.50000000000000044e-01,1,29,2, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,12,32.3,11,11,-1.0,-1.0,0, -1
35629,1998,1.64999999999999991e+00,1,36,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,16,14,22.9,12,12,63.5,-1.0,0, -1
35630,1998,1.64999999999999991e+00,1,49,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,7,    0, 0, 0,  0, ,0,0, 0, 1, 1,12, 5, 6,63.5,12,12,-1.0,-1.0,0, -1
35631,1998,5.50000000000000044e-01,2,50,2, 1,12,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0, 6,99,99,22.5, 9,99,-1.0,-1.0,0, -1
35632,1998,1.10000000000000009e+00,2,56,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13, 8,10,73.2,12, 5,27.7,29.2,0, -1
35633,1998,1.10000000000000009e+00,2,58,2, 1,20,  0,2, 1,21,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,97, 3,50.7, 9, 9,-1.0,-1.0,0, -1
35634,1998,1.10000000000000009e+00,1,32,1, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,98, 8,33.1,11,10,50.7,-1.0,0, -1
35635,1998,1.10000000000000009e+00,2,37,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 9, 9,14,14,13,26.4,12, 5,45.3,53.7,0, -1
35636,1998,1.10000000000000009e+00,1,39,2, 4, 0,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,98, 6,63.2,12,12,27.7,29.2,0, -1
35637,1998,1.10000000000000009e+00,2,36,1,10, 0,  0,3,10, 0,  0,3,0, 0,  0, ,0,4,    0,0, 0,  0, ,0,4,    0, 0, 0,  0, ,0,0, 0, 4, 8,18,12,16,73.2,12,10,27.7,-1.0,0, -1
35638,1998,1.10000000000000009e+00,1,38,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,14,13,64.2,12, 5,45.3,33.1,0, -1
35639,1998,1.10000000000000009e+00,1,53,1, 1,40,  0,2, 1,40,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,19,20,12,50.7,12,12,63.5,64.2,0, -1
35640,1998,1.10000000000000009e+00,1,24,2, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,11,97,11,34.3,10, 9,-1.0,-1.0,0, -1
35641,1998,5.50000000000000044e-01,1,23,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,20,20,29.2, 1,99,97.2,97.2,0, -1
35642,1998,5.50000000000000044e-01,2,70,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,12,64.2,12,99,49.6,-1.0,0, -1
35643,1998,5.50000000000000044e-01,2,24,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,98, 8,14,14,14,54.7,11,11,33.3,60.5,0, -1
35644,1998,5.50000000000000044e-01,2,42,2, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,98, 7,14,97,98,78.5, 4, 4,-1.0,-1.0,0, -1
35645,1998,5.50000000000000044e-01,2,29,3, 1,60, 77,1, 1,60, 77,1,0, 0,  0, ,0,6,    0,0, 0,  0, ,0,1,60077, 0, 0,  0, ,0,0, 0,99,99,15,14,16,57.1,12,12,60.5,-1.0,0, -1
35646,1998,5.50000000000000044e-01,2,39,2,11, 0,  0,9, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,12,98,34.3,11,11,42.2,50.7,0, -1
35647,1998,5.50000000000000044e-01,2,39,2, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,12,97,38.9,11,10,29.4,-1.0,0, -1
35648,1998,1.10000000000000009e+00,2,45,1, 5, 0,  0,9, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,28000, 0, 0,  0, ,0,0, 0, 8, 7,14,97,16,38.0,12,11,-1.0,56.6,0, -1
35649,1998,1.10000000000000009e+00,2,26,1, 5, 0,  0,9, 5, 0,  0,9,0, 0,  0, ,0,6,    0,0, 0,  0, ,0,4,    0, 0, 0,  0, ,0,0, 0,98,98,16,14,17,36.9, 5, 2,40.9,85.1,0, -1
35650,1998,1.64999999999999991e+00,2,43,1, 4, 0,  0,3, 9, 0,  0,9,0, 0,  0, ,0,5,    0,0, 0,  0, ,0,5,    0, 0, 0,  0, ,0,0, 0,98, 9,12,97,12,29.3,12,10,-1.0,78.5,0, -1
35651,1998,1.10000000000000009e+00,2,34,1, 1,70,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,10,29.3,12, 3,-1.0,29.3,0, -1
35652,1998,5.50000000000000044e-01,1,53,1, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16, 7,12,82.7,12,12,76.4,38.4,0, -1
35653,1998,1.10000000000000009e+00,1,38,1,99,99,999,9,99,99,999,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,17,16,16,31.4,12,12,49.6,-1.0,0, -1
35654,1998,1.10000000000000009e+00,2,43,1, 4, 0,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18,14, 8,63.5,12,12,38.2,26.7,0, -1
35655,1998,1.10000000000000009e+00,1,62,1, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,98, 8,16,97,98,45.4,12,12,-1.0,-1.0,0, -1
35656,1998,1.64999999999999991e+00,1,77,1,13, 0,  0,9, 1,60, 68,1,0, 0,  0, ,0,9,    0,0, 0,  0, ,0,1,99999, 0, 0,  0, ,0,0, 0,99, 8,12,97,16,83.7,12, 0,-1.0,73.8,0, -1
35657,1998,1.10000000000000009e+00,1,48,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,12,12,65.8,12,12,63.5,-1.0,0, -1
35658,1998,1.10000000000000009e+00,1,51,1, 1,40,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,18, 6,12,76.4,12,12,38.2,26.7,0, -1
35659,1998,5.50000000000000044e-01,2,44,1, 2, 0,  0,2, 1,60, 12,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,16,97,16,38.4,11,11,-1.0,73.2,0, -1
35660,1998,5.50000000000000044e-01,2,73,1, 1,22,  0,3, 3, 0,  0,3,0, 0,  0, ,0,3,    0,0, 0,  0, ,0,3,    0, 0, 0,  0, ,0,0, 0,98, 6,16,16,16,-1.0, 9, 0,63.5,-1.0,0, -1
35661,1998,5.50000000000000044e-01,1,45,1, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,1,99998,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 1, 7,19,97,18,92.3,12,12,-1.0,-1.0,0, -1
35662,1998,1.10000000000000009e+00,1,67,1, 1,22,  0,3, 4, 0,  0,3,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0, 1, 6,20,97, 4,97.2,12,12,-1.0,25.5,0, -1
35663,1998,1.10000000000000009e+00,1,68,1,10, 0,  0,3,10, 0,  0,3,0, 0,  0, ,0,4,    0,0, 0,  0, ,0,4,    0, 0, 0,  0, ,0,0, 0, 7, 7,17,10,10,85.1,12, 0,50.7,33.1,0, -1
35664,1998,1.10000000000000009e+00,1,72,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,19, 8,12,92.3,12, 0,37.8,-1.0,0, -1
35665,1998,5.50000000000000044e-01,2,62,1, 1,30,  0,2, 1,30,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,14,16,14,73.2,12,99,76.4,-1.0,0, -1
35666,1998,1.10000000000000009e+00,2,40,1, 3, 0,  0,3, 3, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,15,13,12,50.7,12,12,63.5,38.4,0, -1
35667,1998,1.64999999999999991e+00,1,20,1, 9, 0,  0,9, 9, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,13,12,13,50.7,12, 0,50.7,36.5,0, -1
35668,1998,5.50000000000000044e-01,1,99,1, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0, 0, 0,12,97,14,-1.0, 9, 2,-1.0,38.0,0, -1
