CASEID,YEAR,COMPWT,SEX,AGE,RACE,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,ATTENDPA,ATTENDMA,EDUC,PAEDUC,MAEDUC,SEI,PASEI,MASEI,INTRHOME
52082,2008,8.80000000000000004e-01,1,26,1,1,0,0,0, 4, 0,  0,3, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,15,16,60.5,61.1,58.1,1
52083,2008,1.07000000000000006e+00,1,39,2,1,0,0,0, 1,20,  0,2, 1,14,  0,1,0, 0,  0, ,0,1,14000,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 7,12, 8,12,30.1,27.7,28.4,2
52084,2008,4.40000000000000002e-01,1,52,2,1,0,0,1, 1,12,  0,1, 1,12,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,98,29.2,-1.0,22.5,2
52085,2008,4.40000000000000002e-01,1,45,2,1,0,0,2, 1,70,  0,2, 1,21,  0,2,0, 0,  0, ,0,1,21000,0, 0,  0, ,0,1,21000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,12, 6,11,37.3,31.5,29.3,1
52086,2008,4.40000000000000002e-01,2,61,1,1,0,0,3, 1,18,  0,1, 1,60, 35,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,60035, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 9,13,98, 7,22.5,86.0,29.2,1
52087,2008,2.14000000000000012e+00,1,31,2,1,0,0,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97,98,31.5,-1.0,27.5,2
52088,2008,4.40000000000000002e-01,1,35,1,1,0,2,3, 1,60,102,1, 1,60,102,1,0, 0,  0, ,0,1,60102,0, 0,  0, ,0,1,60102, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,13,16,16,73.3,-1.0,63.5,1
52089,2008,1.31000000000000005e+00,2,52,1,1,0,0,2, 1,60, 58,1, 1,14,  0,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,14000, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 6,14, 9,11,73.3,32.3,27.7,0
52090,2008,4.40000000000000002e-01,2,44,2,1,0,0,4, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 6,98,63.5,37.3,27.5,2
52091,2008,1.31000000000000005e+00,2,20,2,1,0,0,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,14000,0, 0,  0, ,0,8,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2,10,12,12,12,37.9,32.3,33.1,0
52092,2008,4.40000000000000002e-01,2,72,2,1,0,0,0, 1,28,  0,3, 1,28,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 8, 0,22.6,37.3,-1.0,2
52093,2008,8.80000000000000004e-01,1,27,2,1,0,0,0, 1,60, 68,1, 1,60, 68,1,0, 0,  0, ,0,1,60068,0, 0,  0, ,0,1,60068, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 9,14,97,14,82.7,-1.0,57.1,1
52094,2008,8.80000000000000004e-01,1,38,2,1,0,0,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 1,60, 37, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 8,12, 9,10,27.7,34.3,29.0,1
52095,2008,8.80000000000000004e-01,1,82,1,1,0,1,3, 1,18,  0,1, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,99998, 1,18,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 1,12,12,10,48.9,49.3,58.3,2
52096,2008,4.40000000000000002e-01,1,42,1,1,0,0,4, 1,60, 68,1, 1,14,  0,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,99, 8,10,97,14,54.7,-1.0,63.5,0
52097,2008,4.40000000000000002e-01,1,72,1,1,0,3,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,1,70000,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 2,19,12,12,83.7,37.2,32.4,0
52098,2008,2.62999999999999989e+00,2,23,1,1,0,0,0, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 8,97,26.4,-1.0,-1.0,2
52099,2008,4.40000000000000002e-01,1,47,1,1,0,0,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 8,12,12,12,39.4,-1.0,38.4,0
52100,2008,8.80000000000000004e-01,2,72,1,1,0,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2, 7,12,97,14,38.4,-1.0,-1.0,2
52101,2008,1.07000000000000006e+00,1,40,1,1,0,0,1, 4, 0,  0,3, 1,14,  0,1,0, 0,  0, ,0,1,28000,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,16,18,14,63.2,-1.0,38.4,2
52102,2008,8.80000000000000004e-01,2,65,1,1,0,3,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,28000, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 6,12, 8,10,46.8,32.7,22.5,1
52103,2008,4.40000000000000002e-01,1,23,2,1,0,0,0, 4, 0,  0,3, 1,18,  0,1,0, 0,  0, ,0,1,99998,0, 0,  0, ,0,1,20000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 6,13,97,16,-1.0,-1.0,-1.0,0
52104,2008,4.40000000000000002e-01,2,57,1,1,0,3,0, 4, 0,  0,3,11,70,  0,2,0, 0,  0, ,0,1,22000,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 9,12, 5,10,53.3,27.7,37.7,2
52105,2008,2.14000000000000012e+00,2,75,1,1,0,0,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 8,14,12, 8,73.6,38.2,17.1,1
52106,2008,8.80000000000000004e-01,1,37,2,1,1,3,2,11,70,  0,2, 1,18,  0,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,7,    0,11,70,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 1,12, 6, 6,28.6,31.4,22.6,1
52107,2008,4.40000000000000002e-01,1,85,1,1,1,3,2, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,1,50000,0, 0,  0, ,0,1,50000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 4,13,98,12,39.5,38.2,-1.0,2
52108,2008,4.40000000000000002e-01,2,50,1,1,0,2,1, 1,70,  0,2, 3, 0,  0,3,3, 0,  0, ,0,3,    0,3, 0,  0, ,0,3,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16,97,13,38.9,-1.0,38.0,2
52109,2008,8.80000000000000004e-01,2,73,1,1,0,0,5, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,14000, 1,22,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 4,12,97,10,30.7,-1.0,33.1,0
52110,2008,1.31000000000000005e+00,1,31,1,1,2,2,1, 1,42,  0,1, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,14,14,30.8,49.6,38.4,1
52111,2008,8.80000000000000004e-01,2,60,1,1,0,0,2, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,1,50000,0, 0,  0, ,0,1,50000, 1,48,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16,16,14,72.5,86.0,-1.0,0
52112,2008,1.07000000000000006e+00,2,89,1,1,0,0,2, 1,60, 70,3, 1,60, 70,3,0, 0,  0, ,0,1,60070,0, 0,  0, ,0,1,60070, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,14, 5, 5,38.0,37.3,-1.0,0
52113,2008,1.31000000000000005e+00,2,67,1,1,0,1,4, 1,48,  0,3, 1,60, 65,1,0, 0,  0, ,0,1,60065,0, 0,  0, ,0,1,60065, 1,48,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,16, 8,12,80.3,29.4,26.7,1
52114,2008,8.80000000000000004e-01,2,70,1,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16, 5, 8,56.6,45.9,26.7,0
52115,2008,8.80000000000000004e-01,1,74,1,1,0,0,5, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,22000,0, 0,  0, ,0,1,22000, 1,22,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,16,14,18,80.0,64.1,80.3,0
52116,2008,8.80000000000000004e-01,2,44,1,1,0,0,3, 1,32,  0,1, 1,32,  0,1,0, 0,  0, ,0,1,32000,0, 0,  0, ,0,1,32000, 1,32,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16,12,18,75.2,59.0,78.5,1
52117,2008,8.80000000000000004e-01,2,35,3,1,8,4,2, 1,70,  0,2, 7, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,50,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,18,12,10,50.7,46.7,46.7,1
52118,2008,2.14000000000000012e+00,2,61,1,1,0,0,2, 1,22,  0,3, 1,60, 35,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,22,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,12,12,63.5,51.0,30.7,1
52119,2008,8.80000000000000004e-01,2,55,1,2,0,0,1, 1,60, 80,3, 1,70,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 5, 0,  0, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,18,14,13,65.8,-1.0,63.2,1
52120,2008,3.20000000000000018e+00,1,19,1,1,0,0,0, 1,22,  0,3, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,22000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 5,12,17,16,-1.0,86.0,80.3,1
52121,2008,4.26999999999999957e+00,1,49,1,1,0,4,6, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,14,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,15,16,63.2,81.0,56.5,1
52122,2008,8.80000000000000004e-01,2,59,1,1,0,0,0, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,22000,0, 0,  0, ,0,1,22000, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,14,12,13,50.5,29.4,53.7,1
52123,2008,2.14000000000000012e+00,1,39,1,1,0,1,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,18000, 1,70,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 3,14,16,12,73.3,78.9,32.4,0
52124,2008,1.31000000000000005e+00,2,61,1,1,0,2,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 4,12, 8,12,60.5,53.9,63.5,1
52125,2008,8.80000000000000004e-01,2,79,1,1,0,0,6, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,12,38.4,-1.0,17.1,9
52126,2008,4.40000000000000002e-01,2,23,1,1,0,0,4, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,8,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10,10,11, 8,97,21.2,50.7,-1.0,0
52127,2008,2.14000000000000012e+00,1,74,1,1,0,4,3, 3, 0,  0,3, 1,60,998,9,1, 0,  0, ,0,1,99998,1, 0,  0, ,0,1,99998, 3, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 3,14,97,98,-1.0,-1.0,21.2,0
52128,2008,2.14000000000000012e+00,2,39,1,1,0,0,1, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0, ,0,0,    0,3, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,17,16,16,72.5,68.8,73.2,1
52129,2008,1.31000000000000005e+00,1,49,1,1,0,0,4, 1,60, 31,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 31, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 8, 9,63.5,63.5,63.5,1
52130,2008,8.80000000000000004e-01,1,43,1,1,0,1,0, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2, 8,12,12,14,34.4,40.0,73.2,1
52131,2008,4.40000000000000002e-01,1,30,1,1,0,1,1, 1,70,  0,2,11,70,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,13,14,12,28.6,52.5,-1.0,2
52132,2008,8.80000000000000004e-01,1,41,1,1,0,4,2, 1,70,  0,2, 1,48,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,16,12,64.2,76.4,76.4,1
52133,2008,8.80000000000000004e-01,2,64,1,1,0,0,3, 1,28,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,99999,0, 0,  0, ,0,1,22000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,12,13,12,73.2,34.2,59.1,1
52134,2008,2.14000000000000012e+00,1,51,1,1,1,0,1, 1,60, 97,1, 1,60,  1,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 97, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,12,12,62.2,-1.0,48.5,1
52135,2008,8.80000000000000004e-01,2,52,1,1,0,0,5, 1,32,  0,1, 1,60, 33,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,32,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15,12,12,37.4,53.4,17.1,1
52136,2008,8.80000000000000004e-01,2,55,2,1,0,0,3, 1,60, 56,1, 1,60, 56,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 56, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,12,29.3,-1.0,22.6,1
52137,2008,1.07000000000000006e+00,2,28,1,1,0,2,3, 1,60, 68,1, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 58, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97, 9,28.4,-1.0,40.0,1
52138,2008,8.80000000000000004e-01,1,50,2,1,0,0,8, 1,60, 35,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,60, 35, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97,12,31.5,-1.0,21.2,1
52139,2008,4.40000000000000002e-01,2,42,2,1,1,2,1, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 9,13,97, 6,29.3,-1.0,21.2,0
52140,2008,4.40000000000000002e-01,2,36,2,1,0,0,1,11,70,  0,2, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,12,57.1,-1.0,29.3,2
52141,2008,1.07000000000000006e+00,2,23,2,1,0,0,0, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,13,16,16,29.3,-1.0,-1.0,1
52142,2008,4.40000000000000002e-01,2,36,2,1,0,0,2, 1,18,  0,1, 1,14,  0,1,0, 0,  0, ,0,1,14000,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 8,14, 9, 9,37.7,31.5,22.5,1
52143,2008,4.40000000000000002e-01,2,60,2,1,0,0,0, 1,60, 58,1, 1,60, 58,1,0, 0,  0, ,0,1,60058,0, 0,  0, ,0,1,60058, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,12, 6,12,33.1,52.3,29.3,2
52144,2008,4.40000000000000002e-01,2,51,2,1,0,0,4, 1,14,  0,1, 2, 0,  0,2,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,16,98,14,50.7,50.7,50.7,1
52145,2008,4.40000000000000002e-01,2,26,2,2,8,4,0, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2, 4,16,97,12,63.5,-1.0,26.4,1
52146,2008,4.40000000000000002e-01,2,46,2,1,0,0,5,11,70,  0,2, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,10,29.2,-1.0,22.7,2
52147,2008,4.40000000000000002e-01,2,78,2,1,0,0,0, 1,41,  0,3, 1,41,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15, 9,11,73.2,29.2,29.0,2
52148,2008,1.31000000000000005e+00,2,66,2,1,0,0,5, 1,20,  0,2, 1,20,  0,2,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,20000, 1,14,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 6,12,97,12,50.5,-1.0,27.5,2
52149,2008,4.40000000000000002e-01,2,48,2,1,0,0,2, 1,60, 68,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,11,11,21.2,29.2,22.6,2
52150,2008,1.31000000000000005e+00,1,27,2,1,0,0,3, 1,20,  0,2, 1,20,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,97,15,36.5,-1.0,50.7,2
52151,2008,4.40000000000000002e-01,1,56,2,1,0,0,0, 1,60, 77,1, 1,18,  0,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 4,12,98, 9,29.0,29.2,22.5,2
52152,2008,8.80000000000000004e-01,1,71,1,1,0,0,4, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,22000,0, 0,  0, ,0,1,22000, 1,22,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 8,18,14,12,63.5,-1.0,-1.0,1
52153,2008,3.20000000000000018e+00,2,55,2,1,0,0,4, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,13,11,12,56.6,66.1,-1.0,0
52154,2008,2.62999999999999989e+00,2,53,2,1,0,0,7, 9, 0,  0,9, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 5, 5,12, 8, 8,21.2,29.2,26.4,0
52155,2008,4.40000000000000002e-01,2,31,2,1,0,0,3, 1,60, 56,1, 1,60, 56,1,0, 0,  0, ,0,1,60056,0, 0,  0, ,0,1,60056, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,13,12,11,38.5,28.4,-1.0,0
52156,2008,8.80000000000000004e-01,1,23,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,16,16,33.9,43.4,69.2,1
52157,2008,8.80000000000000004e-01,2,42,1,1,0,0,2, 1,60, 64,1, 1,18,  0,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,18000, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,14,15,11,63.2,37.3,26.4,0
52158,2008,8.80000000000000004e-01,2,35,2,1,0,0,3, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,28000, 1,18,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2, 6,15,12,12,73.6,50.7,63.5,1
52159,2008,8.80000000000000004e-01,1,65,1,1,0,2,2, 1,48,  0,3, 1,48,  0,3,0, 0,  0, ,0,1,48000,0, 0,  0, ,0,1,48000, 1,48,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,18,13,14,63.5,76.4,-1.0,1
52160,2008,2.14000000000000012e+00,2,34,1,1,0,0,1, 1,50,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,22000,0, 0,  0, ,0,1,22000, 3, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,18,16,20,78.5,83.9,85.1,1
52161,2008,1.07000000000000006e+00,2,37,1,1,0,0,2, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,1,50000,0, 0,  0, ,0,1,50000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,16,16,18,84.7,63.5,75.2,1
52162,2008,1.31000000000000005e+00,2,50,1,1,0,0,2, 1,22,  0,3, 1,22,  0,3,0, 0,  0, ,0,1,22000,0, 0,  0, ,0,1,22000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 7,16,11,16,84.0,58.1,80.3,1
52163,2008,4.40000000000000002e-01,1,66,2,1,0, ,4, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 1,10,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,11, 6, 4,32.3,48.5,27.5,0
52164,2008,8.80000000000000004e-01,1,37,2,1,0,0,0, 1,60, 64,1, 2, 0,  0,2,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,2,    0, 1,70,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 3,10, 3, 5,82.7,29.2,22.5,1
52165,2008,4.40000000000000002e-01,1,47,3,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,12,97,12,34.2,-1.0,32.0,1
52166,2008,1.31000000000000005e+00,2,18,1,1,0,0,0, 1,70,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,13,11,33.1,44.7,33.1,1
52167,2008,4.40000000000000002e-01,2,25,2,1,0,0,3, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 1,18,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 1,12,97,12,63.5,-1.0,63.5,0
