CASEID,YEAR,COMPWT,SEX,AGE,RACE,BORN,PARBORN,GRANBORN,CHILDS,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID,SPREL,SPDEN,SPOTHER,SPATTEND,SPFUND,SPREL16,SPDEN16,KDYRBRN1,KDYRBRN2,KDYRBRN3,KDYRBRN4,KDYRBRN5,KDYRBRN6,KDYRBRN7,KDYRBRN8,KDYRBRN9,ATTENDPA,ATTENDMA,EDUC,PAEDUC,MAEDUC,SEI,PASEI,MASEI,INTRHOME
51021,2008,4.40000000000000002e-01,1,49,3,1,8,4,5, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 8,12,12,12,28.4,28.4,33.1,1
51022,2008,4.40000000000000002e-01,1,48,3,2,8,4,2, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,22,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,20,97,12,76.4,-1.0,27.5,1
51023,2008,2.14000000000000012e+00,1,47,2,1,0,0,1, 4, 0,  0,3, 1,21,  0,2,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,21000, 1,18,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 8,13,97,16,37.8,-1.0,38.0,2
51024,2008,1.31000000000000005e+00,1,32,2,1,0, ,1, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 3,10,97,12,35.1,-1.0,37.7,0
51025,2008,4.40000000000000002e-01,2,37,2,2,8,4,2, 1,18,  0,1, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,12,12,29.3,34.3,25.5,1
51026,2008,8.80000000000000004e-01,1,72,2,1,0,0,2, 2, 0,  0,2, 1,10,  0,1,0, 0,  0, ,0,1,99998,0, 0,  0, ,0,1,99998, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 7,16,98,12,87.9,36.4,-1.0,2
51027,2008,1.75000000000000000e+00,2,21,2,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 6,12,16,16,33.1,28.6,29.3,0
51028,2008,1.07000000000000006e+00,2,36,2,2,0,4,1, 4, 0,  0,3,11,70,  0,2,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,60031, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 6,12,98,12,76.4,37.3,-1.0,2
51029,2008,4.40000000000000002e-01,2,48,2,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14, 8, 8,80.9,37.3,-1.0,2
51030,2008,4.40000000000000002e-01,2,56,2,2,8,4,1, 1,60, 20,2, 1,60, 20,2,0, 0,  0, ,0,1,60020,0, 0,  0, ,0,1,60020, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 6, 9,98, 9,36.5,72.0,-1.0,0
51031,2008,8.80000000000000004e-01,1,62,2,1,0,0,2, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,1,99998,0, 0,  0, ,0,1,99999, 1,10,  0, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 8,17, 6,12,73.9,27.7,28.4,1
51032,2008,4.40000000000000002e-01,1,40,2,2,8,4,0, 4, 0,  0,3, 1,60, 77,1,0, 0,  0, ,0,1,60077,0, 0,  0, ,0,1,60077, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 9,19, 8, 8,73.3,36.4,22.5,1
51033,2008,4.40000000000000002e-01,2,62,1,1,8,3,1, 1,50,  0,3, 1,50,  0,3,0, 0,  0, ,0,1,50000,0, 0,  0, ,0,1,50000,99,99,999, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,18,12,12,80.3,29.8,38.4,0
51034,2008,8.80000000000000004e-01,1,71,2,1,0,0,4, 4, 0,  0,3, 1,12,  0,1,0, 0,  0, ,0,1,12000,0, 0,  0, ,0,1,12000, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 7,16,12,15,63.2,45.9,73.2,0
51035,2008,4.40000000000000002e-01,2,58,2,1,0,2,0, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,1,50000,0, 0,  0, ,0,1,14000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 5, 8,16,14,12,50.5,50.2,-1.0,2
51036,2008,8.80000000000000004e-01,2,34,3,2,8,4,4, 9, 0,  0,9, 9, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 9, 0,  0, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,18,16, 0,87.0,-1.0,-1.0,1
51037,2008,4.40000000000000002e-01,1,26,1,2,8,4,0, 9, 0,  0,9, 9, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15,16,12,54.5,84.7,-1.0,1
51038,2008,8.80000000000000004e-01,2,33,1,1,2,4,4, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0, ,0,3,    0,3, 0,  0, ,0,3,    0, 3, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 6,13,12,16,63.5,76.3,80.3,1
51039,2008,4.40000000000000002e-01,1,36,1,2,1,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 2, 4,16,12,12,81.0,63.5,63.5,0
51040,2008,8.80000000000000004e-01,1,37,3,2,8,4,2, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14, 4, 2,54.2,27.5,25.5,1
51041,2008,2.14000000000000012e+00,1,52,1,1,0,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1,98,12,98,12,63.5,33.1,-1.0,0
51042,2008,8.80000000000000004e-01,2,61,1,2,8,4,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 1,12,98, 5,36.1,27.2,27.7,0
51043,2008,8.80000000000000004e-01,2,63,1,1,1,2,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,1,99998, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 1,12,10,97,29.0,49.6,-1.0,0
51044,2008,1.31000000000000005e+00,2,74,1,1,0,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,13,98,12,76.4,40.9,-1.0,1
51045,2008,4.40000000000000002e-01,2,70,1,1,0,1,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 1,13,98,12,-1.0,38.2,-1.0,1
51046,2008,8.80000000000000004e-01,2,38,1,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 8,12,98,12,39.6,44.7,38.4,0
51047,2008,2.14000000000000012e+00,1,32,2,2,8,4,2,11,70,  0,2,11,70,  0,2,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,60031, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 8,14,97,12,28.4,-1.0,22.5,2
51048,2008,8.80000000000000004e-01,1,42,3,1,8,4,0, 7, 0,  0,9, 7, 0,  0,9,0, 0,  0, ,0,5,    0,0, 0,  0, ,0,6,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 3,18,20,18,76.4,-1.0,-1.0,1
51049,2008,4.40000000000000002e-01,1,41,2,2,8,4,5, 9, 0,  0,9, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,50000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 5, 5,14,97,12,63.5,28.4,28.6,0
51050,2008,4.40000000000000002e-01,1,45,1,1,0,0,0, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0, ,0,0,    0,3, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,18,16,12,97.2,86.7,38.4,1
51051,2008,4.40000000000000002e-01,2,78,1,1,8,4,0, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0, ,0,3,    0,3, 0,  0, ,0,3,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98,98,18, 0, 0,92.3,33.9,-1.0,1
51052,2008,2.14000000000000012e+00,2,54,3,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,10,10,30.8,44.7,-1.0,1
51053,2008,8.80000000000000004e-01,1,49,3,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,10, 3, 0,32.3,37.3,-1.0,2
51054,2008,4.40000000000000002e-01,2,66,1,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,98,98,20.1,25.5,-1.0,2
51055,2008,4.40000000000000002e-01,1,43,1,1,0, ,9,11,70,  0,2,11,70,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0,99,99,999, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,12,12,-1.0,54.2,-1.0,2
51056,2008,4.40000000000000002e-01,2,37,1,1,8,4,0,10, 0,  0,3,10, 0,  0,3,0, 0,  0, ,0,4,    0,0, 0,  0, ,0,4,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 4,16, 6,12,63.5,25.9,-1.0,1
51057,2008,2.14000000000000012e+00,2,30,3,2,8,4,1, 9, 0,  0,9, 9, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 9, 0,  0, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,97,12,50.7,-1.0,27.7,1
51058,2008,1.75000000000000000e+00,2,53,1,1,0,2,2, 1,60, 11,3, 1,60, 11,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,18,16,37.4,93.3,-1.0,1
51059,2008,2.14000000000000012e+00,2,78,1,2,8,4,1,10, 0,  0,3,10, 0,  0,3,0, 0,  0, ,0,4,    0,0, 0,  0, ,0,4,    0,10, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 4,16,17,12,26.4,86.0,-1.0,1
51060,2008,8.80000000000000004e-01,2,38,3,2,8,4,0, 1,70,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 1,70,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,16,16,15,84.7,67.0,78.5,1
51061,2008,8.80000000000000004e-01,2,64,3,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 7,14, 6, 6,50.7,37.3,-1.0,1
51062,2008,2.14000000000000012e+00,2,60,1,1,0,1,4, 1,31,  0,2, 1,31,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,10,11,10,32.4,38.1,-1.0,1
51063,2008,8.80000000000000004e-01,2,55,1,2,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 7,13,97,12,63.5,-1.0,66.1,0
51064,2008,8.80000000000000004e-01,2,28,1,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 8,16, 3, 5,60.4,34.3,-1.0,0
51065,2008,4.40000000000000002e-01,2,46,2,1,0,0,7, 1,14,  0,2, 1,60, 68,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,60068, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 3,15,97,98,63.5,-1.0,29.3,2
51066,2008,8.80000000000000004e-01,1,38,3,2,8,4,2, 7, 0,  0,9, 7, 0,  0,9,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 7, 0,  0, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,18,12,12,63.5,85.1,-1.0,1
51067,2008,4.40000000000000002e-01,2,55,1,1,0,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,20,20,14,82.7,85.1,-1.0,1
51068,2008,2.14000000000000012e+00,2,39,1,1,0,3,2, 4, 0,  0,3, 3, 0,  0,3,3, 0,  0, ,0,3,    0,3, 0,  0, ,0,3,    0, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 3,16,18,18,50.7,88.8,73.2,1
51069,2008,1.31000000000000005e+00,2,39,1,1,2,3,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,14,16,11,29.8,48.5,27.7,2
51070,2008,4.40000000000000002e-01,1,44,1,1,0,0,2, 1,60, 81,3, 1,60, 81,3,0, 0,  0, ,0,1,60040,0, 0,  0, ,0,1,99998, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 7, 4,18,18,14,-1.0,63.5,33.1,2
51071,2008,8.80000000000000004e-01,2,60,1,1,0,1,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 9,16,12,12,68.1,63.5,-1.0,1
51072,2008,8.80000000000000004e-01,2,34,1,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 4, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 8,14,19,12,64.2,96.0,38.9,0
51073,2008,8.80000000000000004e-01,2,53,1,2,0,2,3, 1,60, 40,3, 1,60, 40,3,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,1,60040, 1,60, 40, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 1,16,12,16,60.6,67.0,-1.0,0
51074,2008,4.40000000000000002e-01,1,22,1,1,0,0,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 6,15,18,14,76.4,93.3,38.4,1
51075,2008,2.14000000000000012e+00,2,42,1,1,8,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 4,16,12,12,53.3,29.4,-1.0,1
51076,2008,8.80000000000000004e-01,1,25,2,1,0,0,0, 1,60, 68,1, 1,60, 68,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,60068, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,17,12,13,40.1,29.2,57.1,1
51077,2008,8.80000000000000004e-01,1,50,2,1,0,0,2, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16,12,12,64.1,29.2,25.8,1
51078,2008,4.37999999999999989e+00,1,24,2,1,0,0,0, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,13,38.1,-1.0,67.0,2
51079,2008,4.40000000000000002e-01,2,67,2,1,0,0,3, 1,48,  0,3, 1,48,  0,3,0, 0,  0, ,0,1,48000,0, 0,  0, ,0,1,48000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16,16, 8,82.7,32.4,-1.0,1
51080,2008,8.80000000000000004e-01,1,27,2,1,0,0,0, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,1,18000,0, 0,  0, ,0,1,18000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 9, 8,14,12,12,45.3,36.1,65.8,2
51081,2008,3.20000000000000018e+00,1,65,1,2,8,4,1, 4, 0,  0,3, 1,50,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,20,12,12,63.2,34.3,-1.0,1
51082,2008,8.80000000000000004e-01,1,43,1,1,0,0,1, 3, 0,  0,3, 3, 0,  0,3,3, 0,  0, ,0,0,    0,3, 0,  0, ,0,0,    0, 3, 0,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,20,19,18,85.1,86.6,76.4,1
51083,2008,8.80000000000000004e-01,1,26,2,1,0,1,0, 1,14,  0,1, 1,60, 68,1,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,7,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 3, 3,12,16,13,29.2,69.2,63.5,1
51084,2008,1.07000000000000006e+00,1,43,3,1,0,0,2, 4, 0,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0, 9,98,98,63.5,32.4,32.4,2
51085,2008,1.07000000000000006e+00,2,62,1,1,1,4,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,19,16,12,78.5,86.5,-1.0,2
51086,2008,4.40000000000000002e-01,1,43,1,1,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 6, 8,14,12,12,83.9,-1.0,32.0,1
51087,2008,1.07000000000000006e+00,1,50,3,2,8,4,0, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12, 6, 6,27.5,37.3,-1.0,2
51088,2008,8.80000000000000004e-01,2,65,1,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 7,12,98,98,36.5,34.2,-1.0,2
51089,2008,2.14000000000000012e+00,1,38,1,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 8, 8,16,12,12,80.3,29.2,68.1,0
51090,2008,8.80000000000000004e-01,2,40,1,1,0,0,1, 3, 0,  0,3, 3, 0,  0,3,8, 0,  0, ,0,7,    0,3, 0,  0, ,0,3,    0, 1,50,  0, ,3,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10, 1,18,97,14,82.7,-1.0,38.4,0
51091,2008,4.40000000000000002e-01,2,45,1,1,0, ,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,97,11,57.1,-1.0,32.4,2
51092,2008,8.80000000000000004e-01,1,58,1,1,0,2,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 5, 6,12, 9, 9,32.3,31.5,-1.0,0
51093,2008,8.80000000000000004e-01,2,56,1,1,0,2,2, 5, 0,  0,9, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 3,16,11,12,40.0,29.5,50.5,1
51094,2008,4.40000000000000002e-01,1,61,1,1,0,0,2, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,8,    0,0, 0,  0, ,0,1,41000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 9,12,97,13,29.4,-1.0,73.2,2
51095,2008,2.14000000000000012e+00,2,28,1,1,0,0,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 1,98,  0, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,98, 8,12,16,12,39.6,58.8,38.4,0
51096,2008,8.80000000000000004e-01,2,64,1,1,0,2,2, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 2, 0,  0, ,2,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,12,12,10,62.5,38.2,53.7,1
51097,2008,4.40000000000000002e-01,1,68,1,1,0,0,0, 1,60, 43,2, 1,60, 43,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14, 6, 6,37.7,27.7,-1.0,2
51098,2008,8.80000000000000004e-01,2,35,1,1,0,0,1, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,7,    0,0, 0,  0, ,0,7,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1, 1,12,12,12,73.6,44.7,29.1,1
51099,2008,4.40000000000000002e-01,2,39,1,1,0,2,3, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,14,12,12,63.5,50.7,-1.0,1
51100,2008,2.14000000000000012e+00,2,47,1,2,8,4,0, 4, 0,  0,3, 4, 0,  0,3,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,15,98,98,68.1,31.3,-1.0,1
51101,2008,4.40000000000000002e-01,1,46,1,2,8,4,1, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,19,12,98,86.6,29.3,61.9,1
51102,2008,4.40000000000000002e-01,2,50,1,1,9,2,9, 1,60,999,9,99,99,999,9,0, 0,  0, ,0,9,99999,0, 0,  0, ,0,9,99999,99,99,999, ,9,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,99,99,16,99,12,-1.0,-1.0,-1.0,2
51103,2008,8.80000000000000004e-01,1,50,2,1,0,1,0, 1,18,  0,1, 1,11,  0,2,0, 0,  0, ,0,1,11000,0, 0,  0, ,0,1,11000, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 4, 4,16,12,16,83.7,38.2,63.5,1
51104,2008,1.75000000000000000e+00,2,19,2,1,1,0,0, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,0, 0,  0, ,0,0,    0, 0, 0,  0, ,0,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 0, 0,13,97,14,38.9,-1.0,53.9,1
51105,2008,2.14000000000000012e+00,1,60,3,1,8,4,3, 1,60,181,1, 2, 0,  0,2,0, 0,  0, ,0,2,    0,0, 0,  0, ,0,2,    0, 1,60,181, ,1,0, 0,   0,   0,   0,   0,   0,   0,   0,   0,   0,10,10,11,98,98,29.2,49.7,17.1,1
